C (d),GHG (cmNAP),GLG (cmNAP),GVG (cmNAP),T (m2/d),Wortelzone (m),kD (m/d),U_matrix,X,Y,XY,Total features
4163.573112403565,-0.11460081873607653,0.6806951590394974,0.09445873743867872,1.0086383855361936,23.31885710121155,0.010661521911572436,0.16119463446964669,50,0,50,2.0
4515.5737510083,-0.13562223262405393,0.5691104721164704,0.05532186773872372,1.009693315078735,25.293067947654723,0.012651803283688423,0.15846320939164446,51,0,51,3.0
4909.838453146973,-0.033811117619514386,0.7339558368301391,0.1697400710780621,1.0348217367820736,25.32630417518616,0.05046714935303953,0.25662145162772576,52,0,52,1.0
5777.98152529541,0.11598189509105672,1.0152404226398468,0.3458313703444005,1.2352372512741088,24.739771668567656,0.2952717581176785,0.4431749861630929,53,0,53,
7241.201069986572,0.2263646089429856,1.1586423181247711,0.4628200185849667,1.9706075367889406,26.472558982696533,1.1520878887939148,0.5021172497536605,54,0,54,1.0
8190.170005200195,0.3136544685926437,1.2628843046140672,0.5534994072482586,3.0768910494613646,28.202581000556947,2.4427853585815456,0.4150181562291504,55,0,55,3.0
9300.999124139404,0.40368272293376917,1.4376057754087448,0.6604664850804804,5.182720303691864,28.665649612827302,4.841074411926286,0.5686575660077366,56,0,56,
11085.925849916992,0.4956765518150329,1.5975061271762847,0.766044608417511,7.739827317630768,29.83813523065567,7.617516925964367,0.73809203130569,57,0,57,2.0
12917.611327651368,0.6115254684724807,1.6763931774759293,0.8744990982787609,9.35971382738495,35.45568975118637,9.27144074615478,0.7396837657255915,58,0,58,1.0
14380.405390401611,0.7095571753396988,1.7175192598104476,0.9611522770762444,10.538133422176362,43.06238771800995,10.477551257629386,0.5829415567420785,59,0,59,4.0
192.1717930029297,1.1421776614227295,1.6758781444597244,1.2989143632423878,420.4059420507469,29.398716485519408,1496.7868402770996,3.0486190123148305,0,1,60,
263.3129446411133,2.2389012064962386,2.894742056789398,2.420067882739544,307.62677933358003,40.17339052980423,812.610701236267,3.936112899860184,1,1,61,
209.52089053344724,2.594469053290367,3.372142863283157,2.800004956792593,180.37189453224946,63.19956484266281,274.46648216766357,2.2547203903117135,2,1,62,
181.2920198828125,1.9446155275011063,2.782979892272949,2.162284961112976,142.96010532005693,74.36135402837753,173.7283905203247,0.9267573053769287,3,1,63,
200.57863081542973,1.583013331580162,2.44808663339138,1.8060269239475728,129.1451278055687,71.54646678016663,151.6720923550415,0.7250515580094894,4,1,64,
243.76219223510742,1.2157579033193588,2.1278265760850905,1.4481724681978225,109.96171934204101,57.44587873725891,136.84151071105958,0.6267680471900723,5,1,65,
272.6307135888672,0.9098411046037673,1.8106219173479081,1.1400003872900009,97.93185140225984,47.88538044406891,127.69119210296631,0.37974555180312686,6,1,66,2.0
308.9337465747071,0.9626751836252212,1.7981845659971238,1.1797772309598922,89.80214237561799,43.86661488134384,108.04412953857423,0.2943986107340672,7,1,67,2.0
336.468710435791,1.4710285156793594,2.2296082359361646,1.672743553857088,79.70775366753769,40.694714716796874,84.90710858825685,0.3632121566529805,8,1,68,1.0
251.62932476684568,2.090188024682045,2.84272372215271,2.2906946832785606,67.97744352065658,36.385092658939364,68.49624353485109,0.43417340879214683,9,1,69,
155.07490780517583,1.9442838147420884,2.7522066695547105,2.1558676397111416,54.653050440631866,37.40727784053802,54.69264707885742,0.424300494164207,10,1,70,
159.47393418090826,1.5766931448631287,2.456817834997177,1.8027180475425721,42.65020979573059,42.79715630163193,42.89525424591062,0.34427851297314643,11,1,71,
230.74358707641602,1.2660335594654084,2.2275481038713454,1.5083370540528298,35.33693184065247,44.82685742652893,36.237763056335496,0.2765035198688833,12,1,72,
358.7793842907715,1.0107347162323,1.9902222819852828,1.2566338851406575,31.108162375011442,43.057884235515594,32.54579111114498,0.22056463810430227,13,1,73,1.0
482.36332683471676,0.9384989696674347,1.8498514253997802,1.1707718829543592,26.228269297122957,41.52922845830918,27.134216060485812,0.21107155067578937,14,1,74,
497.8620062597656,0.9976920528564452,1.880019136328697,1.2241604806771278,20.546608668312075,42.111046793193815,20.73347116790768,0.19606082568706712,15,1,75,
533.9194590649414,1.0725215108880997,2.0796883888339996,1.3239542239012718,16.573659616737366,40.73540407617569,16.587715069885235,0.1620989234561121,16,1,76,1.0
546.9280696813964,0.9764483208427429,2.1249973744487765,1.2561591791739464,15.013861893726348,36.35138238061905,15.01439764526367,0.13026828213969266,17,1,77,2.0
551.2214394677734,0.7847995098905564,1.9474188623952866,1.067321145616293,15.179190451633454,32.184238920974735,15.17959099914549,0.11528056902726144,18,1,78,2.0
674.7382757995606,0.5311274707202911,1.595585193223953,0.7940206133890152,14.811020041286469,28.970095563907623,14.811388945312501,0.12316631061798419,19,1,79,
799.4116234472656,0.4328840323047638,1.4390047164392472,0.6841068422226906,13.175225194030762,28.469945645484927,13.175377657470733,0.11476817084197692,20,1,80,
820.6186142810059,0.4764689715242385,1.49367825507164,0.729910693499565,11.681044088565827,29.19742925333023,11.680676347045903,0.09669670835820007,21,1,81,3.0
769.694993795166,0.47179323316574096,1.5412874894952775,0.7356950736124516,10.21021912317276,27.987783320884706,10.209858413085897,0.08780060096055761,22,1,82,
679.6784352478028,0.39122585017490386,1.5435981781625747,0.6717011929593085,9.002134909645081,25.06918429452896,9.001757620239232,0.07233957049751094,23,1,83,2.0
639.7002663024903,0.3406890584526061,1.532653726568222,0.6290831461701394,8.256848286430358,23.770838192253116,8.256397246398933,0.05746022699537706,24,1,84,
627.7039600354004,0.3463458196516037,1.54083161567688,0.6352402583754063,7.157105336921692,23.581112532081605,7.1488056628418235,0.06177320099577007,25,1,85,
633.4393994873046,0.43185007657718666,1.6395404771947861,0.7233878818829059,5.572453473888397,24.237014470806123,5.4839352951049705,0.07345782912798002,26,1,86,1.0
619.651214576416,0.5926884183912278,1.7649057772541046,0.8771328373088837,3.401028700702667,24.65415282886505,2.9821516104125863,0.07637712270217399,27,1,87,
626.5388819689941,0.7472771506710052,1.7347137066555023,0.9947649758598804,1.6635808427276615,24.171147747306826,0.8455845574951013,0.07218862218043083,28,1,88,
722.2451906323242,0.8449877313566208,1.612636962003708,1.0485192729940414,1.0983284952430727,23.569050573120116,0.12709298217771448,0.07934218441138997,29,1,89,
851.8344252685547,0.8561071665019989,1.5438139352369307,1.0436491414096354,1.0679043272361755,23.70597224264145,0.0932581988525385,0.07050803136640496,30,1,90,1.0
929.4720293603516,0.7438576861658096,1.5891542404270171,0.9629174800043107,1.3440215857009887,24.4016681114769,0.4644456747436152,0.062266091597104056,31,1,91,2.0
957.1226443530273,0.5690979950504303,1.6830016078662873,0.841881523854971,2.2609663440780636,24.752149661388398,1.595920634765605,0.07163593407398643,32,1,92,
999.4323972229004,0.41486214868450155,1.6139210645914077,0.7046739177730084,4.33875557106781,24.411965548057555,3.9603749047851124,0.07892084313968677,33,1,93,1.0
1059.4053618078615,0.3278051937379838,1.4892900345754625,0.6101019401826858,5.608721951560974,23.988058798179626,5.352576724548328,0.08262326060305368,34,1,94,
1155.859833347168,0.2745652959156035,1.4373830584287643,0.5571282706382275,4.616708406936645,23.443664139461518,4.235033734130866,0.10891931818681058,35,1,95,1.0
1370.1913638134765,0.2822052759504319,1.3983693074512482,0.5554369108605384,2.097832039619446,21.44622480436325,1.324247227478054,0.09539135768903059,36,1,96,
1514.3554966137694,0.3309811669626235,1.3882182850980758,0.5924288128590585,1.1202710297279355,20.17068581226349,0.1519714993286243,0.07902074865725166,37,1,97,3.0
1668.705495744629,0.33618270533275596,1.3285510141801833,0.5846541840264797,1.0083008080825806,19.252607451133727,0.010661521911572436,0.11393466172460368,38,1,98,
1948.8667925463867,0.3431698464269638,1.1508959431648254,0.5547160610592365,1.0001989491958616,16.665554279289246,0.0007101150512767163,0.1483441134669889,39,1,99,
2118.3613787487793,0.3894120165777206,1.0872232465600968,0.5789752941284181,1.0000090618782043,16.014629873847962,-0.0002850256347528557,0.13381059272766357,40,1,100,
2257.452567468262,0.32637247692775717,1.1322329562330247,0.5375457704262734,1.0000090618782043,18.034191579093935,-0.0002850256347528557,0.1044022377035551,41,1,101,1.0
2417.853548027344,0.20898144882678982,1.165250748515129,0.4502350359563827,1.000051259059906,19.61159557909012,-0.0002850256347528557,0.08034860160589484,42,1,102,4.0
2610.900986905517,0.17829096089935303,1.1203315176153184,0.41669969666361806,1.0007053153762824,19.984515533008576,0.0007101150512767163,0.09352451612617836,43,1,103,
2832.5542334558104,0.2582160915269851,1.1387195882749557,0.48431540802574147,1.0030472589607244,20.02881294561386,0.003695537109365432,0.12034489185734991,44,1,104,
3049.7613365026855,0.3464622720031738,1.2604657374095918,0.5792636340489388,1.0048828363647457,20.052752510452272,0.005685818481424576,0.11829058249537464,45,1,105,1.0
3232.0832037695313,0.31571532232952104,1.2545706973457336,0.553485341886282,1.0031527519149774,20.130470503673553,0.003695537109365432,0.0966722628845064,46,1,106,2.0
3393.844869864502,0.15515223152828206,1.0948095436906815,0.39308043756437305,1.0016758505554195,20.416823516311645,0.0017052557373062882,0.08086123847044135,47,1,107,
3542.670742722168,0.03882339002799995,0.9915454239416122,0.27936901866436004,1.0105372587127688,21.14875793434143,0.012651803283688423,0.08309529337037568,48,1,108,
3755.608748442383,-0.0012962095174788857,0.9264772662591934,0.23425788646483414,1.0502026095123291,22.569540820922853,0.05842827484133295,0.12173960112780931,49,1,109,
4127.100172199707,-0.03497211227607733,0.825642153573036,0.1871494728646279,1.0952691995697021,24.33395785713196,0.11117073120118448,0.16328939692179295,50,1,110,2.0
4568.59622536377,-0.018044174988746775,0.791806572380066,0.19392546099686636,1.0762382706222535,25.39459382493973,0.09624362091062721,0.17417906435063374,51,1,111,1.0
5035.514110601806,0.10168295786190029,0.9692876457548143,0.325201000665188,1.1133506919288632,25.23902615772247,0.16291804687500644,0.19642168775089003,52,1,112,2.0
5625.660418238525,0.22844663583469393,1.1728335656929016,0.46732445075798035,1.4982522848205564,24.96876453575134,0.6336195913696088,0.3005417144638379,53,1,113,2.0
6823.600539517822,0.3470515914793013,1.354751578903198,0.5985894414048195,3.0930103728713987,25.95934633142471,2.4636833129882802,0.44229737998344937,54,1,114,
7973.749615406494,0.4400158566236496,1.5057223717546462,0.7031583750200271,5.108706446987152,27.735298603496553,4.7544971722412015,0.41882177473287535,55,1,115,1.0
9016.944239240724,0.4854287448768616,1.585576848936081,0.7554569071896077,7.132082408172607,29.627024612674713,6.959728932495125,0.496924782754141,56,1,116,2.0
10541.922915993651,0.5293948008832932,1.6330086057662965,0.8001179478058815,9.15208259482193,31.143987137088775,9.044548669738788,0.6317691453331038,57,1,117,1.0
12080.264295716554,0.620241750544548,1.676796852002144,0.8815528773100376,9.914923245624543,34.42110024061203,9.781947918090793,0.7183390245855412,58,1,118,3.0
13408.848789733887,0.6981695468997956,1.7100860806035996,0.9505540268268585,10.529229816837312,41.78795484441757,10.416847675781298,0.8309254952130842,59,1,119,
159.68239177612304,2.76340612682724,3.271961981725693,2.91511587920928,296.10150529258726,29.537745047435763,1596.8512216799927,5.622456080566808,0,2,120,
177.34132011596677,4.492469469785691,5.0923531374073026,4.662445248543739,187.83573203163908,34.0230819310379,493.81738246490477,3.375955514870052,1,2,121,
165.68340049316407,3.8795807434720992,4.609899439430237,4.0756418632194995,146.09476515994643,39.41572568840027,181.75021959045412,1.1650575769691733,2,2,122,1.0
167.35962800537106,2.3986985348644256,3.2369536564350128,2.6163500091233254,134.10074372602082,42.76842355659485,141.44005582122801,0.7185331433882208,3,2,123,1.0
190.81967421752927,1.2678085756120683,2.1485462151288988,1.4939552214317322,124.25694298147583,41.932803696575164,130.29248985626222,0.6427483074481823,4,2,124,1.0
273.04334540405273,0.7513071078071594,1.677854757657051,0.9866140985944272,109.310954405838,38.8773620091629,122.04874441314698,0.4779277373169261,5,2,125,
345.04973884155277,0.6954982005319595,1.6327023699188232,0.9329406772916317,98.76725010699843,37.362084998664855,115.3066662652588,0.307440334834953,6,2,126,1.0
373.92682694580077,0.7605139012994766,1.6621288508987426,0.9908372235279084,92.09969452490996,36.93235795854569,103.24058544708254,0.27618029291630564,7,2,127,
364.43201182128905,0.9051830105409622,1.7454876405620574,1.1232450248353483,81.97005007151795,36.85171665212631,85.82164287872314,0.4078667740642149,8,2,128,
284.12443716064456,1.024973662856102,1.8412977013874054,1.238239908015728,62.93720115230179,35.26422590478897,63.33345365570068,0.48716108860794877,9,2,129,
215.29630815429687,0.9272136781425476,1.7677210590791703,1.1453135777766703,49.38713754453659,34.18486493082047,49.469153617858865,0.3816626719617691,10,2,130,1.0
150.3332114099121,0.9937750192127228,1.8806107283067703,1.221143460533142,39.984149658637996,34.27119484670639,40.4909943484497,0.2937031609779973,11,2,131,
114.58273383056644,1.0393890524368286,2.0045944870996477,1.282429759005785,32.65464688719559,35.149637294654845,34.2803213269043,0.23825211846953365,12,2,132,2.0
148.88114720214844,0.875261813905716,1.8518384784555435,1.120576122400284,28.49949040503311,36.64060603414536,30.87096933654783,0.19023231619202347,13,2,133,1.0
198.31700868652342,0.7362494658632278,1.6102601542329786,0.961053819542408,23.985995455860138,38.77349221408844,25.364855920715286,0.1712279280500232,14,2,134,
217.79351592163084,0.736531774594307,1.5653165636634827,0.9522910990309715,20.11370778123474,40.498589370975495,20.403084460144044,0.15237579783002303,15,2,135,3.0
302.08177397583006,0.7670740504379272,1.7223981536531447,1.008137618759155,17.37304302689362,39.25963129808426,17.398754729003883,0.15736787711445546,16,2,136,
406.45049517456056,0.7324630000076294,1.8262991047668458,1.001231526028633,15.38270745898056,35.11990377573013,15.383594839782688,0.14100086970985712,17,2,137,
445.66907890991206,0.6279875963535309,1.7114223824834824,0.8946723436937332,14.548089402103423,31.958222039299013,14.548671804199216,0.11474337144063718,18,2,138,1.0
541.0484232629394,0.5423139541893005,1.5581548207759859,0.795483411034584,12.527013187320708,30.394091461391447,12.527541070861844,0.1104247823317944,19,2,139,
646.453721270752,0.5913333364820481,1.5772771614789964,0.838523418683052,10.451755791233062,30.030705195560458,10.451677599792447,0.09320880502464131,20,2,140,2.0
670.2849933374024,0.6576053111028671,1.6454424771642686,0.9051721364092826,9.754067588977815,30.007002656116484,9.754083978881852,0.07042305268902468,21,2,141,2.0
642.465898918457,0.6278464419879913,1.6549531881999968,0.8832688514711857,9.349206729141235,28.913130460777282,9.349061719665485,0.0851608816343584,22,2,142,
550.7431292321777,0.42738606976699833,1.5859735635566712,0.7091045067956449,8.523808756465911,25.73419854286194,8.524090090942366,0.08921835249116317,23,2,143,
500.3220914416504,0.31229585782432556,1.559035248837471,0.6116420973191261,7.558484929267883,23.968833405075074,7.556813344116165,0.06536316011820752,24,2,144,2.0
489.7749937988281,0.3091798752050401,1.5815575034379958,0.6136569604222774,6.588413919128418,23.225732457351686,6.565653220825197,0.06186740523037022,25,2,145,1.0
507.3339767163086,0.39313143410968776,1.6599469204854964,0.6964949097836017,4.883900961471557,23.63789328212738,4.666924791870144,0.08047909332855163,26,2,146,
523.5165683886719,0.5695673333158493,1.7682221722841263,0.8592979583225251,2.2175032469253546,24.691708185806274,1.499391988220225,0.07168877137678835,27,2,147,
537.8830089575196,0.678231492767334,1.753822127547264,0.943349045154333,1.1897486893997193,24.854807993335726,0.23954387969968138,0.04982170558293238,28,2,148,3.0
596.7665684387207,0.7243960280170441,1.6471267743253708,0.9589404989054202,1.0273106384391788,24.72307454633713,0.03554003906253911,0.06548782427387026,29,2,149,3.0
720.4147616113281,0.7149245700893403,1.5067628776454924,0.923291838975668,1.0555194544067383,24.66934879026413,0.08330679199218594,0.07976165685258116,30,2,150,
828.7927220385742,0.6108620429544449,1.4556110512590408,0.829813443279028,1.2763162076606749,24.836188331794737,0.4067275149536158,0.07266283961680149,31,2,151,1.0
880.6972354553222,0.4761407876243592,1.4794104485416413,0.726795215821743,1.6759235183753969,24.89852601053238,0.9391277819823927,0.0643235434563624,32,2,152,2.0
951.7498640051269,0.34701277402877806,1.4772145983171463,0.6230526222226619,2.219127838420868,24.666978536319732,1.5411878970336943,0.07224644328489356,33,2,153,
1064.4411833032227,0.24972918529891963,1.4403758178472519,0.5378587247302533,2.5077565612602233,24.106334470005034,1.808880741577127,0.08970014354241683,34,2,154,1.0
1200.9552079174805,0.17592662527656566,1.3704218064165117,0.4648243326666355,1.9940480712242126,22.812518186378476,1.2048303451538231,0.09199359501818448,35,2,155,1.0
1347.2952953417969,0.16096426252937324,1.2903515721607208,0.4368412950141429,1.2953893337898252,21.01963176668167,0.3718975909423534,0.07255115420201247,36,2,156,
1481.9574740588378,0.17329409635925286,1.2369969356441497,0.43603253670048714,1.0461727786598205,20.178191616420744,0.060418556213392094,0.08280935919378068,37,2,157,1.0
1704.7086924633788,0.11635595415973654,1.103697343173027,0.3638244846529961,1.0035114279594426,19.877538071651458,0.0046906777954518475,0.10420769312970586,38,2,158,
1944.2079080725098,0.06021180526638026,0.9365030103111267,0.2854698694217206,1.0000723576507573,19.533324526615143,-0.0002850256347528557,0.0949949937117465,39,2,159,2.0
2059.3193343835446,0.09510869328689564,0.8760597099161147,0.3012969179859162,1.0000090618782043,19.409307573013304,-0.0002850256347528557,0.08578075922576338,40,2,160,1.0
2202.0428253100586,0.15129871734905254,0.9189779679489136,0.35483320200943935,1.0000301604690556,19.645937925128937,-0.0002850256347528557,0.09267677831825341,41,2,161,2.0
2428.0222808569333,0.1407756593980789,0.9888902199459078,0.360396052671194,1.0007264139671328,20.004820708465576,0.0007101150512767163,0.08615930665639178,42,2,162,1.0
2631.842408474121,0.08999537639522548,0.9257986754608154,0.3071586575896741,1.0074990616302486,20.177743901786805,0.008671240539570135,0.07399139924147523,43,2,163,3.0
2779.1548220788573,0.09204211469554902,0.8831483737945556,0.3002631138806342,1.0309184974746701,20.303657058544157,0.03753032043459825,0.07940068343292214,44,2,164,6.0
2938.53207595459,0.13066547796630856,0.973985582051277,0.3493301291360855,1.0581989754447934,20.544527531604764,0.07136510375977423,0.09984125482711129,45,2,165,2.0
3132.19632086792,0.14529965681362134,1.051324053349495,0.3765044084749223,1.0409614267196652,20.961665889663696,0.05046714935303953,0.09971938614736478,46,2,166,1.0
3297.8315859753416,0.10909003319358823,1.0129436537837981,0.3398606241853237,1.0149257656097408,21.748563863048552,0.017627506713893126,0.09150472007742397,47,2,167,3.0
3474.7092833068846,0.06331014358997344,0.9980842552757263,0.30026663022112854,1.0591062148513792,23.350881865615847,0.06837968170162867,0.0990402073793012,48,2,168,
3676.421990303955,0.04817133788585659,0.9934141586017609,0.2872210069878103,1.2433813073425295,25.14150337598801,0.28333006988526677,0.116897992267047,49,2,169,4.0
3946.87001984375,0.05688056223964688,0.9926555288887025,0.2940356748654842,1.453565469398498,26.410642682437896,0.5291298193359353,0.1754868548833064,50,2,170,
4459.727104575195,0.11250243998050702,1.0552111606407164,0.3510461032972336,1.349338430595398,26.786038234920504,0.42065948455808666,0.23378243457248588,51,2,171,
5039.113573598633,0.23491503463554375,1.1959439323186873,0.47712097537469855,1.2787003484268187,26.539637169322965,0.3778684350585877,0.23109140155378202,52,2,172,2.0
5550.611400585938,0.3661427194185257,1.315323713541031,0.6059807891235351,1.8902641028289793,26.63384159553528,1.106311417236327,0.27487487342787886,53,2,173,3.0
6517.88605380127,0.528007959241867,1.5067245981645585,0.7737524267807007,4.433213962306976,26.943396760673522,3.9534089199829054,0.3739720605836649,54,2,174,
7536.54550423706,0.6090587959346772,1.6681317694997788,0.8708737512292862,7.397312793758392,28.24756315319061,7.231402339782733,0.40517566655929593,55,2,175,3.0
8419.200651712647,0.5864635108709335,1.6870070335531235,0.8565727944395541,9.308739631889344,31.569763753967287,9.249547651062016,0.499375681762792,56,2,176,
