afwijking_GHG,afwijking_GLG,afwijking_DYN,Bodemtype (categorie),GVG (cmNAP),Start stijghoogte (cmNAP),GHG (cmNAP),GLG (cmNAP),C (d),Landgebruik (categorie),kD (m/d),T (m2/d),AHN (mNAP),Wortelzone (m),Buis,X,Y
0.35,0.28,0.07,92.0,0.38216298818588257,11.8439302444458,0.16845199465751648,0.9870049953460692,569.572021484375,17.0,4.6479997634887695,4.648027420043945,1225.199951171875,25.0,B12D0243001,233891.0,551652.0
0.38,-0.28,0.66,241.0,0.5503720045089722,-0.6073863506317139,0.22045299410820007,1.6200499534606934,296.8568420410156,5.0,0.0,1.0,41.900001525878906,65.0,B43A0145001,68225.0,416964.0
0.38,-0.42,0.8,323.0,0.784093976020813,6.55908203125,0.6032540202140808,1.2574499845504759,388.5859375,1.0,0.0,1.0,755.5999755859375,35.0,B39F0739001,174210.0,439540.0
0.38,-0.06,0.44,93.0,0.882282018661499,18.95185661315918,0.5474910140037537,1.971449971199036,205.8301544189453,18.0,6.408299922943115,6.408307552337647,2019.3199462890625,25.0,B28H0617001,255157.1561,483474.8755
0.39,0.26,0.13,79.0,0.8780450224876404,23.844667434692386,0.640395998954773,1.5786399841308594,680.4990234375,18.0,98.03810119628906,98.03807830810548,2480.72998046875,30.0,B29A0160001,268004.51,490625.39
0.39,0.56,-0.17,77.0,0.7220960259437561,9.578402519226074,0.5112910270690918,1.3153200149536133,166.87860107421875,5.0,12.726099967956545,12.72605800628662,1049.2900390625,40.0,B17A0098001,220520.0,547680.0
0.51,-0.27,0.78,341.0,0.4617039859294891,6.605573177337647,0.17975099384784698,1.33951997756958,17.702070236206055,1.0,955.1857299804688,1.0,727.5999755859375,35.0,B39F0738001,175920.0,439440.0
0.33,0.37,-0.04,49.0,0.4995889961719513,11.269975662231445,0.2376610040664673,1.2972999811172483,49.54095458984375,1.0,2.783200025558472,2.783233880996704,1156.2900390625,25.0,B17A0042001,228520.0,542990.0
0.71,0.65,0.06,44.0,0.8333640098571777,12.9673490524292,0.5923969745635986,1.5472300052642822,5111.82568359375,11.0,5.2855000495910645,5.285531044006348,1385.030029296875,100.0,B17D1435001,237690.0,525949.0
0.67,0.5,0.17,83.0,0.4049000144004822,9.57641315460205,0.1620199978351593,1.1264200210571291,1134.0692138671875,11.0,0.0,1.0,1027.02001953125,100.0,B17C1757001,224289.0,532911.0
0.71,0.03,0.68,331.0,0.3819090127944946,6.888162136077881,0.10843899846076964,1.225790023803711,239.28717041015625,1.0,0.0,1.0,745.2000122070312,25.0,B39F0802001,179730.0,440420.0
0.72,0.79,-0.07,79.0,0.4255959987640381,5.199223041534424,0.16961200535297394,1.199530005455017,1390.2852783203125,1.0,6.367300033569336,6.3672966957092285,554.9199829101561,30.0,16FL850201001,212507.0,542398.0
0.72,0.32,0.4,77.0,0.487058013677597,11.073780059814453,0.20233200490474698,1.3759700059890747,448.06866455078125,2.0,19.353099822998047,19.35309410095215,1247.3599853515625,35.0,B17A1579001,224073.0,545443.0
0.74,0.25,0.49,83.0,0.4049000144004822,9.57641315460205,0.1620199978351593,1.1264200210571291,1134.0692138671875,11.0,0.0,1.0,1027.02001953125,100.0,WA306.170001,224288.0,532896.0
0.75,-0.42,1.17,253.0,0.6000660061836243,-0.6337724328041077,0.25616899132728577,1.7256499528884888,825.4588012695312,6.0,0.0,1.0,28.79999923706055,40.0,B43E0290001,87419.0,421319.0
0.76,-0.14,0.9,340.0,0.3855760097503662,6.753225326538086,0.11657699942588805,1.2115700244903564,132.04698181152344,5.0,0.0,1.0,740.9000244140625,55.0,B39F0751001,178240.0,439730.0
0.51,0.28,0.23,90.0,0.7815089821815491,18.2841796875,0.45020699501037603,1.856719970703125,515.2576293945311,1.0,3.7392001152038574,3.739173173904419,1914.8499755859373,30.0,B28H0604001,255349.67,484706.86
0.54,0.04,0.5,123.0,0.7939770221710205,17.591064453125,0.5618519783020021,1.472480058670044,834.4780883789062,18.0,0.0,1.0,1831.75,45.0,B34D0360001,238500.0,460350.0
0.63,-0.14,0.77,265.0,0.6111119985580444,-0.6156582236289978,0.37349700927734375,1.3115700483322144,349.7262268066406,5.0,0.0,1.0,28.70000076293945,80.0,B44E0118001,123802.0,417676.0
0.6,0.66,-0.06,253.0,2.607569932937622,-0.9490203857421876,2.2883999347686768,3.634219884872437,2534.929443359375,18.0,0.0,1.0,246.5,30.0,B37H0956001,97400.0,427740.0
0.6,0.52,0.08,10.0,0.38397601246833796,15.95337963104248,0.15838399529457092,1.0363399982452393,3678.9580078125,1.0,37.707298278808594,37.707313537597656,1633.239990234375,25.0,B23A0032001,266700.0,518900.0
0.6,-0.07,0.67,331.0,0.3491320013999939,-1.0431994199752808,0.12043099850416185,1.0139399766921997,2012.7841796875,1.0,0.0,1.0,-35.400001525878906,25.0,B38E1620001,128017.0,448887.0
0.61,0.38,0.23,155.0,1.1084200143814087,15.487825393676758,0.8598709702491759,1.8525899648666384,307.497314453125,1.0,4.889999866485597,4.889975070953369,1658.72998046875,30.0,B28H0448001,251376.98,478380.65
0.62,0.4,0.22,127.0,0.9370790123939514,21.28582572937012,0.776623010635376,1.3288999795913696,106.41107177734376,18.0,30.759300231933594,30.75930976867676,2201.93994140625,45.0,B34E1686001,249701.68,470946.32
0.62,0.49,0.13,92.0,1.4265899658203125,14.154937744140625,1.0557999610900881,2.6597399711608887,287.05078125,1.0,4.44290018081665,4.442936420440674,1525.68994140625,25.0,B17B0096001,234270.0,546860.0
0.2,0.12,0.08,79.0,0.905538022518158,19.71729850769043,0.6760200262069702,1.5736099481582642,27.242828369140625,11.0,22.107999801635746,22.107952117919922,2078.27001953125,100.0,B28F0164001,251562.15,491151.81
0.2,-0.36,0.56,1.0,0.3290359973907471,-2.5452802181243896,0.1252879947423935,0.8940309882164001,73.08492279052734,1.0,0.0,1.0,-211.1999969482422,30.0,B31D1422001,115554.0,458581.0
0.21,-0.23,0.44,20.0,0.2820329964160919,-0.8645185828208923,0.11399299651384355,0.7041940093040466,220.19715881347656,13.0,0.0,1.0,-61.0,25.0,21EC307A001,203729.0,517158.0
0.22,0.26,-0.04,148.0,0.4503740072250366,6.161377429962157,0.24162399768829346,1.0353800058364868,159.88404846191406,1.0,0.0,1.0,713.97998046875,30.0,B28A0103001,228500.36,491933.0
0.24,-0.16,0.4,5.0,0.2519420087337494,-0.9035507440567015,0.06893180310726166,0.7339820265769958,228.19412231445312,1.0,0.0,1.0,-66.30000305175781,30.0,21EC406A001,204385.0,518610.0
0.24,-0.35,0.59,231.0,0.3734129965305328,-1.0518822669982908,0.13989600539207458,1.057479977607727,2198.74853515625,11.0,0.0,1.0,-71.5,100.0,21CC705A001,187989.0,507504.0
0.24,-0.01,0.25,126.0,1.147699952125549,25.26849174499512,0.958832025527954,1.653149962425232,287.38922119140625,5.0,95.62229919433594,95.62226104736328,2675.02001953125,70.0,B29A0082001,268319.49,489095.51
0.2,0.01,0.19,345.0,1.1036900281906128,8.693306922912598,0.7898420095443726,2.109060049057007,18.62859344482422,1.0,1910.8531494140625,1.0,1005.0999755859376,35.0,B40D0256001,193615.0,432690.0
0.2,0.02,0.18,90.0,0.5048499703407288,3.5445332527160645,0.2396969944238663,1.315459966659546,1059.0511474609377,1.0,4.259300231933594,4.2592811584472665,437.6300048828125,30.0,WA190.104001,220375.0,524130.0
0.17,0.69,-0.52,183.0,2.0974600315093994,11.013278007507324,1.9595600366592407,2.3990299701690674,223.07440185546875,11.0,58.79999923706055,58.80001449584961,1503.5999755859375,100.0,B26H0465001,177131.0,480417.0
0.17,-0.09,0.26,10.0,0.8217520117759705,11.919004440307615,0.6290649771690369,1.3424999713897705,125.71036529541016,11.0,9.518699645996094,9.518662452697754,1300.9000244140625,100.0,B22F0085001,257270.0,522335.0
0.19,-0.38,0.57,253.0,0.3454830050468445,-1.4961739778518677,0.04818030074238777,1.2846900224685671,2406.605712890625,18.0,0.0,1.0,-86.4000015258789,40.0,B37H0994001,90074.0,430794.0
0.19,0.06,0.13,11.0,-0.2231830060482025,2.4751367568969727,-0.4244779944419861,0.3319999873638153,68.5103759765625,17.0,0.0,1.0,233.4900054931641,25.0,21FP7601001,218725.0,520101.0
0.19,-0.17,0.36,20.0,0.2530139982700348,-0.8546126484870911,0.07538770139217378,0.7135210037231445,256.39566040039057,17.0,0.0,1.0,-58.9000015258789,25.0,21EC407A001,203985.0,517712.0
0.19,0.06,0.13,123.0,2.7368700504302983,25.302547454833984,2.458209991455078,3.601490020751953,224.6316375732422,2.0,114.29129791259766,114.29133605957031,2744.60009765625,75.0,B41E0431001,241906.4,441464.01
0.19,0.38,-0.19,43.0,0.499114990234375,15.278841972351074,0.19633400440216064,1.4602400064468384,545.54248046875,5.0,7.39139986038208,7.391390800476074,1551.6600341796875,35.0,B17D0197001,238037.0,533699.0
0.3,-0.04,0.34,335.0,0.7595720291137695,6.373734951019287,0.5129799842834473,1.4959399700164795,282.12127685546875,1.0,0.0,1.0,714.5,25.0,B39H0384001,176081.387,437034.7004
0.27,0.05,0.22,49.0,0.7185490131378174,11.121977806091307,0.5351259708404541,1.202239990234375,515.9144287109375,1.0,21.917699813842773,21.917743682861328,1186.4000244140625,25.0,B12C0085001,225400.0,551380.0
0.28,-0.15,0.43,1.0,0.2545669972896576,-2.418188095092773,0.05520389974117279,0.8020169734954834,2565.555908203125,1.0,0.0,1.0,-203.1000061035156,30.0,B31D1423001,115757.0,459286.0
0.28,-0.21,0.49,253.0,1.089709997177124,-0.21189334988594052,0.8246970176696777,1.899739980697632,16.519538879394528,3.0,275.9285888671875,1.0,64.90000152587889,40.0,B43H0256001,92886.0,404009.0
0.29,0.45,-0.16,83.0,0.6193079948425293,14.546555519104006,0.4136660099029541,1.1918799877166748,194.99951171875,20.0,9.987600326538086,9.987550735473633,1479.530029296875,25.0,B17D1455001,235268.0,533206.0
0.29,-0.56,0.85,336.0,0.3625330030918121,0.5037110447883606,0.08384169638156891,1.227300047874451,799.0884399414062,12.0,0.0,1.0,91.0,100.0,B38F1981001,139290.0,445906.0
0.3,0.51,-0.21,169.0,0.9596610069274902,15.452902793884276,0.6903399825096129,1.7869499921798706,326.91351318359375,20.0,19.462799072265625,19.462766647338867,1656.050048828125,20.0,B17D0030001,238870.0,534720.0
0.27,-0.05,0.32,313.0,0.2877449989318848,-1.6220723390579224,0.09428779780864716,0.8115720152854919,195.39962768554688,1.0,0.0,1.0,-105.3000030517578,25.0,B31G0291001,127863.0,454533.0
0.31,0.5,-0.19,169.0,0.6885030269622803,14.692485809326172,0.42007100582122797,1.5122300386428833,204.2254638671875,20.0,8.526200294494629,8.526193618774414,1543.8399658203125,20.0,B17D0181001,235586.0,533272.0
0.32,0.07,0.25,253.0,0.5508350133895874,-0.2721615135669708,0.20844900608062744,1.6703799962997437,1762.4578857421875,5.0,0.0,1.0,64.40000152587889,80.0,B43D0084001,76372.0,410131.0
0.32,-0.22,0.54,332.0,0.4237070083618164,-0.8597436547279358,0.2290720045566559,0.9522460103034972,393.6646423339844,11.0,0.0,1.0,2.799999952316284,100.0,B38E1623002,129919.0,445890.0
0.33,-0.22,0.55,20.0,0.2519910037517548,-0.8260316848754883,0.06431490182876587,0.7526950240135193,170.0539093017578,17.0,0.0,1.0,-57.099998474121094,25.0,21EC306A001,203905.0,518451.0
0.27,0.0,0.27,331.0,0.6275209784507751,7.156315803527832,0.3603990077972412,1.4460099935531616,167.96896362304688,18.0,0.0,1.0,782.7999877929688,25.0,B40A0603001,182866.05,439537.1
0.25,0.09,0.16,331.0,0.4972459971904754,4.470646381378174,0.2853330075740814,1.0949000120162964,623.6509399414062,1.0,0.0,1.0,515.2000122070311,25.0,B39G0344001,165050.72,430144.61
0.27,-0.31,0.58,313.0,0.3463380038738251,0.8805478811264038,0.12258099764585495,0.9913679957389832,313.5195007324219,1.0,0.0,1.0,157.60000610351562,25.0,B39C0197001,147120.0,436840.0
0.26,-0.17,0.43,85.0,0.5199919939041138,-0.9227675795555116,0.3200930058956146,1.0695899724960327,79.8382797241211,1.0,0.0,1.0,-8.699999809265138,30.0,21CC810A001,188735.0,502260.0
0.26,-0.04,0.3,79.0,0.8535619974136353,24.148719787597656,0.6128960251808167,1.566230058670044,521.0711059570311,1.0,99.02040100097656,99.0203628540039,2497.139892578125,30.0,B29A0080001,268039.4,490222.08
0.26,0.27,-0.01,106.0,0.9662479758262634,27.81435775756836,0.7014480233192444,1.7754499912261963,61.025123596191406,3.0,138.91810607910156,138.91813659667972,2993.0,30.0,B41E0243001,243030.55,443867.02
0.26,0.0,0.26,335.0,0.3424760103225708,4.167943000793457,0.14471299946308136,0.883525013923645,359.4044494628906,2.0,0.0,1.0,460.3999938964844,35.0,B39G0354001,162719.67,428583.27
0.26,-0.1,0.36,331.0,0.3642799854278565,-0.9165653586387634,0.09875930100679398,1.176360011100769,1897.2628173828125,17.0,0.0,1.0,-67.69999694824219,20.0,B38E1622001,127671.0,448866.0
-0.06,-0.54,0.48,5.0,0.18242700397968287,-0.8931030035018921,-0.013377600349485874,0.7156440019607544,3102.937255859375,17.0,0.0,1.0,-55.29999923706055,30.0,B07D0242001,230228.0,578061.0
-1.44,-1.78,0.34,360.0,3.681339979171753,14.942160606384276,3.4811899662017822,4.2319297790527335,246.5559844970703,1.0,1.0388000011444092,1.0387609004974363,1667.4000244140625,40.0,B46B0693001,194614.0,419572.0
-1.14,-1.15,0.01,169.0,1.5577000379562378,0.672146737575531,1.3109300136566162,2.2947800159454346,21.79624366760254,1.0,0.0,1.0,260.0,20.0,10-640002,55173.0,426965.0
-1.12,-1.37,0.25,202.0,8.044610023498535,-0.0070304349064826965,7.872680187225343,8.48231029510498,19.04243469238281,17.0,451.00628662109375,1.0,179.39999389648438,20.0,10-708001,55350.0,427835.0
-1.05,-0.8,-0.25,12.0,1.343250036239624,13.988821983337402,1.1993199586868286,1.6689499616622925,1579.7237548828125,11.0,0.0,1.0,1526.239990234375,100.0,BUND001001,174718.0,390270.0
-1.03,-0.32,-0.71,97.0,1.1266900300979614,5.018431663513184,0.9714490175247192,1.49767005443573,32.822677612304695,11.0,8.678600311279299,8.678579330444336,638.5999755859375,100.0,5206_PBF001,115885.0,395250.0
-0.7,-1.24,0.54,313.0,0.3422130048274994,-1.1933940649032593,0.11276700347661972,1.0099999904632568,1069.643310546875,11.0,0.0,1.0,-42.70000076293945,100.0,B38E1624002,129895.0,445455.0
-0.84,-0.11,-0.73,147.0,1.883370041847229,3.9468066692352295,1.745460033416748,2.185019969940185,200.3093719482422,17.0,0.0,1.0,477.7999877929688,30.0,5236_PBF001,107906.0,395144.0
-0.89,-0.89,0.0,202.0,1.287060022354126,0.447941929101944,1.0894600152969358,1.827419996261597,35.73084259033203,17.0,0.0,1.0,189.1000061035156,20.0,10-703001,55218.0,427531.0
-0.77,-0.78,0.01,97.0,2.6891100406646733,12.497157096862793,2.5096800327301025,3.156850099563598,41.81990051269531,18.0,57.31460189819336,57.31457901000977,1476.4000244140625,35.0,B27D0148001,194600.0,484850.0
-3.79,-3.45,-0.34,81.0,3.68189001083374,16.126907348632812,3.513159990310669,4.106840133666991,253.0592193603516,12.0,120.2844009399414,120.28441619873048,2290.300048828125,100.0,B26H0166001,177940.0,476200.0
-2.39,-1.87,-0.52,37.0,3.824450016021729,15.042715072631836,3.709510087966919,4.034210205078125,201.44715881347656,11.0,58.34579849243164,58.34581756591797,1897.199951171875,100.0,EA_RH_B21001,263191.0,529890.0
-2.06,-1.93,-0.13,169.0,1.324679970741272,-0.15470615029335022,1.134619951248169,1.8349100351333616,50.05259704589844,11.0,0.0,1.0,361.6000061035156,100.0,10-697001,57717.0,428107.0
-3.16,-3.05,-0.11,169.0,1.324679970741272,-0.15470615029335022,1.134619951248169,1.8349100351333616,50.05259704589844,11.0,0.0,1.0,361.6000061035156,100.0,10-695001,57608.0,428219.0
-2.77,-2.71,-0.06,79.0,3.781460046768189,7.025430202484131,3.5231499671936035,4.564720153808594,197.78530883789062,1.0,15.23680019378662,15.236825942993164,1073.47998046875,30.0,B28D1744001,235764.43,484168.54
-0.13,-0.23,0.1,7.0,0.2685169875621796,-0.6541716456413269,0.06356800347566605,0.8383119702339172,33.99567031860352,17.0,0.0,1.0,-43.79999923706055,30.0,B07D2295001,230230.0,575914.0
-0.12,-0.07,-0.05,145.0,0.9522939920425416,2.9157195091247563,0.7542799711227417,1.4943499565124512,114.8758773803711,11.0,0.0,1.0,410.3999938964844,100.0,22CG108C001,221650.0,504245.0
-0.14,-0.64,0.5,169.0,0.9876729846000672,0.4230509400367737,0.7610509991645813,1.6441600322723389,135.82925415039062,17.0,0.0,1.0,329.6000061035156,20.0,10-684002,55585.0,426798.0
-0.11,0.0,-0.11,90.0,0.9630579948425292,26.128662109375,0.729665994644165,1.646630048751831,554.8187866210939,1.0,8.884400367736816,8.884356498718262,2699.570068359375,30.0,GROO008001,181949.0,372890.0
-0.14,-0.28,0.14,1.0,0.30032700300216675,-2.4704344272613525,0.0739469975233078,0.9558479785919191,2571.685791015625,1.0,0.0,1.0,-214.1000061035156,30.0,B31D1430001,115725.0,460655.0
-0.16,0.37,-0.53,77.0,1.0246800184249878,22.435670852661133,0.9145699739456176,1.2151000499725342,235.4933624267578,8.0,74.28379821777344,74.28376770019531,2364.639892578125,5.0,B29A0065001,266597.02,492086.09
-0.18,0.25,-0.43,148.0,1.3909000158309937,25.16741371154785,1.2065099477767944,1.878499984741211,266.60086059570307,1.0,0.0,1.0,2572.52001953125,30.0,ASTE010001,185274.0,379787.0
-0.17,-0.26,0.09,294.0,0.5001220107078552,-1.6126563549041748,0.19600699841976169,1.4665800333023071,363.1387939453125,5.0,0.0,1.0,-79.4000015258789,45.0,B37D0412001,79131.0,429615.0
-0.16,-0.4,0.24,247.0,0.4770329892635346,-1.3947007656097412,0.17198799550533295,1.4472099542617798,387.7708435058594,5.0,0.0,1.0,-54.20000076293945,65.0,B43B0223001,79869.0,421081.0
-0.16,-0.41,0.25,261.0,0.42951700091362,-1.3713631629943848,0.18561699986457825,1.155120015144348,1210.3104248046875,3.0,0.0,1.0,-58.79999923706055,40.0,B43F0133001,91024.0,422014.0
-0.15,0.17,-0.32,78.0,0.8459849953651428,20.38145065307617,0.6509799957275391,1.3760099411010742,364.49444580078125,1.0,49.52239990234375,49.52236557006836,2099.10009765625,30.0,B29A0056001,264748.57,494835.22
-0.07,-0.14,0.07,102.0,0.4335809946060181,-0.7788670063018799,0.19362300634384155,1.1434099674224854,42.004920959472656,13.0,0.0,1.0,-6.699999809265138,35.0,B07C1799001,226099.0,577336.0
-0.07,0.06,-0.13,127.0,1.3498799800872805,23.62454414367676,1.136019945144653,1.9553099870681765,190.8555450439453,11.0,23.02799987792969,23.02798271179199,2432.52001953125,100.0,ASTE007001,182245.0,380818.0
-0.06,-0.6,0.54,298.0,0.3406440019607544,-0.6602380275726318,0.10360299795866013,1.0388100147247314,157.17356872558594,1.0,0.0,1.0,-5.599999904632568,30.0,B36H0290002,57445.0,426562.0
-0.06,-0.19,0.13,58.0,0.979777991771698,21.737611770629886,0.8429890275001526,1.2769299745559692,516.1948852539061,2.0,0.0,1.0,2265.929931640625,30.0,B29A0085001,266931.47,490084.05
-0.07,-0.31,0.24,331.0,1.509909987449646,3.841140985488892,1.2852599620819092,2.158509969711304,46.78649139404297,11.0,0.0,1.0,554.7000122070311,100.0,B39H0411001,170214.0,431301.0
-0.09,-0.45,0.36,345.0,0.6599370241165161,4.330392837524413,0.4373779892921448,1.3001699447631836,311.7452392578125,18.0,0.0,1.0,512.2999877929689,35.0,B39G0286001,161950.0,435720.0
-0.09,-0.51,0.42,336.0,0.3625330030918121,0.5037110447883606,0.08384169638156891,1.227300047874451,799.0884399414062,12.0,0.0,1.0,91.0,100.0,B38F1982001,139336.0,445892.0
-0.08,-0.47,0.39,38.0,0.1993589997291565,-0.8765076994895935,0.0141208004206419,0.690310001373291,131.24008178710938,17.0,0.0,1.0,-75.19999694824219,20.0,B07C1798001,228321.0,577537.0
-0.08,-0.07,-0.01,43.0,0.50245201587677,14.817852020263672,0.2929779887199402,1.0903500318527222,761.9471435546875,1.0,5.978899955749513,5.978946208953857,1534.9599609375,25.0,B17D0199001,238397.0,533477.0
-0.35,-0.31,-0.04,313.0,0.3038559854030609,-0.8188800215721129,0.10130000114440918,0.8640819787979126,866.9796752929688,5.0,0.0,1.0,-26.899999618530273,40.0,B38H0235001,130411.55,427715.85
-0.37,-0.04,-0.33,78.0,0.9183019995689392,23.20842933654785,0.7380049824714661,1.389490008354187,181.84947204589844,17.0,23.75160026550293,23.7515811920166,2441.090087890625,30.0,ASTE006001,182337.0,380965.0
-0.36,-0.28,-0.08,58.0,0.9876430034637452,21.83885765075684,0.8316270112991333,1.3617099523544312,944.6788330078124,1.0,0.0,1.0,2275.909912109375,25.0,B29A0161001,267117.37,490655.28
-0.42,-1.01,0.59,245.0,0.364778995513916,-2.445545196533203,0.16897499561309814,0.8979949951171875,1550.7021484375,1.0,0.0,1.0,-169.3000030517578,30.0,B38C0980002,100808.0,428079.0
-0.34,-0.08,-0.26,42.0,0.3239090144634247,10.24597454071045,0.14064499735832214,0.8069660067558289,385.1622009277344,11.0,0.0,1.0,1085.1800537109377,100.0,B22F0993001,252681.0,524007.0
-0.31,-0.16,-0.15,313.0,0.6177930235862732,0.2367893159389496,0.4999000132083893,0.8393639922142029,33.27279281616211,1.0,0.0,1.0,114.4000015258789,25.0,B21D0098001,198961.39,500287.61
-0.56,-0.8,0.24,202.0,1.287060022354126,0.447941929101944,1.0894600152969358,1.827419996261597,35.73084259033203,17.0,0.0,1.0,189.1000061035156,20.0,10-686001,55113.0,427717.0
-0.55,-0.32,-0.23,146.0,1.6180599927902222,23.983644485473636,1.4305599927902222,2.118030071258545,451.9089660644531,2.0,0.0,1.0,2481.889892578125,40.0,ASTE009001,183391.0,380454.0
-0.53,-0.26,-0.27,127.0,1.85820996761322,28.57612419128418,1.663159966468811,2.3883700370788574,838.7069091796875,18.0,73.15129852294922,73.1513442993164,3006.0,45.0,B52C0422001,188170.0,375140.0
-0.48,,,78.0,0.5578870177268982,9.084501266479492,0.3464849889278412,1.153499960899353,122.5039291381836,17.0,20.694499969482425,20.69446563720703,967.7000122070312,30.0,5212_PBF001,115715.0,389382.0
-0.48,-0.08,-0.4,141.0,0.5793920159339905,3.1829566955566406,0.3208200037479401,1.3636800050735474,46.36424255371094,11.0,21.017900466918945,21.017946243286133,398.5,100.0,5233_PBF001,114952.0,396420.0
-0.45,-0.07,-0.38,102.0,0.8190789818763733,-0.8189940452575684,0.7123500108718872,0.995993971824646,17.769046783447266,13.0,1.1399999856948853,1.0,-30.29999923706055,35.0,B07C1805001,226231.0,577111.0
-0.3,-0.54,0.24,12.0,0.1821260005235672,-0.7151086330413818,0.018038500100374225,0.5884770154953003,6.048666954040527,17.0,55.71620178222656,1.0,-73.0999984741211,25.0,B12B1761001,230692.0,574575.0
-0.28,-0.01,-0.27,345.0,0.8009849786758423,1.190168380737305,0.6548939943313599,1.135349988937378,775.4202880859375,1.0,0.0,1.0,253.0,35.0,B27E0372001,203940.0,490480.0
-0.2,-0.79,0.59,233.0,0.3553780019283295,-2.4452884197235107,0.13232100009918213,0.9976080060005188,1663.2510986328125,6.0,0.0,1.0,-168.3000030517578,30.0,B37D0409001,73282.0,429205.0
-0.19,-0.09,-0.1,90.0,1.1361199617385864,26.128662109375,0.910839021205902,1.7872200012207031,554.8187866210939,1.0,8.884400367736816,8.884356498718262,2699.570068359375,30.0,GROO006001,181985.0,372773.0
-0.21,-0.33,0.12,245.0,0.6459720134735107,-0.9598237872123718,0.3769420087337494,1.4720900058746338,748.2120971679688,1.0,0.0,1.0,-0.30000001192092896,35.0,21BL0032001,194413.0,513454.0
-0.28,0.2,-0.48,315.0,0.8600140213966371,0.25476646423339844,0.647130012512207,1.461549997329712,35.74475479125977,16.0,0.0,1.0,87.69999694824219,30.0,B21G0977001,202088.36,500089.91
-0.26,0.26,-0.52,253.0,0.7635700106620789,-0.5710910558700562,0.4645200073719025,1.7097699642181396,86.79885864257812,18.0,0.0,1.0,-46.20000076293945,30.0,8139_PBF001,75757.0,392627.0
-0.25,0.04,-0.29,44.0,0.3841190040111542,13.979447364807127,0.16632600128650665,1.0052900314331057,3261.27099609375,3.0,7.492400169372559,7.492356300354004,1422.0,30.0,MV003.230001,235805.0,529725.0
-0.25,-0.01,-0.24,332.0,0.4237070083618164,-0.8597436547279358,0.2290720045566559,0.9522460103034972,393.6646423339844,11.0,0.0,1.0,2.799999952316284,100.0,B38E1623001,129919.0,445890.0
-0.23,-0.49,0.26,25.0,0.32605698704719543,-0.8778197169303894,0.11911000311374664,0.9038460254669191,1456.769287109375,1.0,0.0,1.0,-53.20000076293945,25.0,21EL0012001,202197.0,513417.0
-0.23,0.04,-0.27,50.0,0.6739320158958435,10.904213905334473,0.37529999017715454,1.6184600591659546,232.7394256591797,20.0,5.076700210571289,5.076681137084961,1152.9000244140625,25.0,B17C0396001,225745.0,535547.0
-0.22,-0.62,0.4,23.0,0.3893879950046539,-1.1605151891708374,0.14886899292469025,1.1014599800109863,2725.1181640625,18.0,0.0,1.0,-82.30000305175781,25.0,B15F0278001,177181.0,546070.0
-0.22,0.39,-0.61,328.0,0.9386889934539796,5.777599334716798,0.6706650257110596,1.7607799768447876,38.07236862182617,2.0,0.0,1.0,698.9600219726562,35.0,B45F0652001,174033.0,421841.0
0.76,0.4,0.36,92.0,0.5768489837646484,15.26793098449707,0.2588779926300049,1.5987399816513062,1586.818115234375,11.0,11.871899604797365,11.871853828430176,1611.1800537109375,100.0,B17D0071001,238540.0,530600.0
0.79,0.59,0.2,79.0,0.4683429896831513,18.440975189208984,0.2291660010814667,1.1750500202178955,204.94357299804688,22.0,5.908100128173827,5.908112525939941,1900.0699462890625,30.0,B28H0454001,252305.46,477580.85
0.8,1.01,-0.21,104.0,1.2886799573898315,11.288362503051758,0.9881970286369324,2.240609884262085,1687.8314208984375,18.0,6.103499889373778,6.1035194396972665,1246.8599853515625,30.0,B17C0173001,226660.0,531600.0
0.06,-0.35,0.41,48.0,0.5231299996376038,11.537561416625975,0.21264000236988068,1.5150899887084959,288.5044860839844,11.0,4.409599781036377,4.409600257873535,1211.800048828125,100.0,P12D0017001,231345.0,554106.0
0.06,-0.15,0.21,36.0,0.18116700649261475,-2.130922555923462,0.03365020081400871,0.5212349891662598,2825.75244140625,13.0,0.0,1.0,-195.8000030517578,20.0,B31B1240001,117754.0,462696.0
0.06,-0.14,0.2,335.0,0.7661240100860596,1.8090318441390991,0.5096150040626526,1.5421600341796875,412.1341552734375,1.0,0.0,1.0,267.85000610351557,25.0,B45B0357001,156362.0,421274.0
0.02,-0.26,0.28,148.0,1.049780011177063,24.07470321655273,0.8397579789161682,1.6398600339889526,218.8375396728516,2.0,87.18289947509766,87.18285369873047,2490.679931640625,40.0,B29A0081001,267769.45,489520.48
0.02,-0.56,0.58,38.0,0.2293740063905716,-0.0009820760460570457,0.002623779932036996,0.886372983455658,387.6346435546875,13.0,0.0,1.0,21.100000381469727,20.0,B38H0344001,133876.0,430630.0
0.03,0.02,0.01,78.0,0.6305050253868103,18.14480972290039,0.3560810089111328,1.4781999588012695,96.68445587158205,20.0,6.84499979019165,6.845005512237549,1909.739990234375,30.0,B34E1677001,246065.0,470376.0
0.03,-0.5,0.53,28.0,0.9718239903450012,2.1547462940216064,0.8029000163078308,1.3975199460983276,32.71470260620117,17.0,0.0,1.0,261.95001220703125,25.0,B45C0542001,149307.0,409159.0
0.11,-0.5,0.61,36.0,0.18116700649261475,-2.113555431365967,0.03365020081400871,0.5212349891662598,2784.107177734375,13.0,0.0,1.0,-193.8999938964844,20.0,B31B1239001,117745.0,462718.0
