xy_buis (ID),som_key,GHG_ERROR,lon,lat
B31H0871001,1208,0.03,137487.0,460468.0
B31H2914001,271,0.66,132793.0,450705.0
B31H2821001,1145,0.15,137147.0,462339.0
B31H2320001,1208,0.09,137365.0,460439.0
B31H2319001,1861,,136456.0,460933.0
B31G2342001,447,,120970.0,459850.0
B31G2347001,1648,,120950.0,459624.0
B31G2340001,447,,120875.0,459781.0
B31G2352001,1588,,121051.0,459624.0
B31G2364001,459,,125022.0,462162.0
B32A1797001,866,0.35,147744.0,474481.0
B32C1828001,1860,0.12,144562.0,453957.0
B32C0502001,2067,,140100.0,453815.0
B32C0506001,1200,0.26,146000.0,451095.0
B32C0506003,1200,,146000.0,451095.0
B32C0514001,1503,0.42,141266.0,454432.0
B32C0514002,1503,0.63,141266.0,454432.0
B32C0697001,1660,0.56,141615.0,450805.0
B32B2370001,216,-0.11,151272.0,474344.0
B32B2081001,745,-0.25,157998.0,470177.0
B30H3905001,592,0.39,97113.0,453991.0
B30H3904001,641,-0.15,98780.0,452953.0
B30G4806001,169,0.51,87883.0,450127.0
B30F0555001,2989,-3.96,90658.0,474806.0
B30F0554001,2989,-3.97,90753.0,474905.0
B30E1034001,2200,-1.65,86606.0,464486.0
B29A0799001,430,0.45,265163.0,495675.0
B29A0797001,1919,0.17,264683.0,495814.0
B29A0848001,1919,0.09,264683.0,495814.0
B29A0848002,1919,0.06,264683.0,495814.0
B29A0849001,369,0.21,265074.0,495009.0
B29A0849002,369,0.21,265074.0,495009.0
B29A0850001,1255,-0.08,260559.0,489058.0
B29A0850002,1255,-0.04,260559.0,489058.0
B29A0851001,1770,,260014.0,489006.0
B29A0851002,1770,,260014.0,489006.0
B29A0851003,1770,0.04,260014.0,489006.0
B30F4629001,410,,92464.0,465644.0
B30F4645001,343,0.32,97980.0,469118.0
B30F4648001,523,0.14,96551.0,468728.0
B31F0568001,1269,0.01,135936.0,464424.0
B31F0570002,1029,0.3,135346.0,465241.0
B31F0169001,1383,,133463.0,462708.0
B31F0173001,1090,,133153.0,463586.0
B31E2818001,286,,123974.0,463138.0
B31F0268001,1092,,135850.0,466825.0
B31F0321002,1270,0.12,134974.0,474157.0
B31G0139001,845,0.15,127587.0,456429.0
B31G0218001,750,0.91,121228.0,450512.0
B31G0139002,845,0.11,127587.0,456429.0
B31G0304001,1253,0.14,126993.0,457624.0
B31G2322001,1887,0.44,127851.0,457003.0
B31G2321001,901,-0.02,123696.0,457260.0
B31G2303001,1253,-4.55,126955.0,457702.0
B31G0304002,1253,0.22,126993.0,457624.0
B31G1922001,2128,0.24,127017.0,457617.0
B31G0304003,1253,0.34,126993.0,457624.0
B31F2389002,968,0.18,132290.0,463458.0
B31F2389001,968,,132290.0,463458.0
B31F2303001,968,0.21,132419.0,464289.0
B31F2301001,1027,0.3,131375.0,463959.0
B31F2561001,1154,,136141.0,468801.0
B31F2298001,1146,0.0,134397.0,462992.0
B31F2541002,968,,132432.0,463457.0
B31F2542001,1028,0.14,133377.0,463121.0
B31D1380001,48,,115856.0,461052.0
B31D1379001,48,,115837.0,461048.0
B31D1378001,48,,115819.0,461026.0
B31D1377001,48,-0.04,115557.0,460951.0
B31D0243002,48,0.89,115849.0,461046.0
B31D0243001,48,,115849.0,461046.0
B31D0242001,48,0.25,115823.0,461018.0
B31D0230001,166,,115595.0,461009.0
B31D0228001,48,,115572.0,460982.0
B31D0226001,48,-0.07,115549.0,460960.0
B31D0223001,48,-0.04,115533.0,460938.0
B31D1522001,523,-1.32,118661.0,459206.0
B31D1431001,405,-0.16,115733.0,460666.0
B31E2774001,169,,123861.0,463456.0
B31E2811001,1832,,128311.0,465763.0
B31E2762001,576,,123971.0,462699.0
B31E0296001,2849,-2.31,122465.0,473855.0
B31E0301001,401,-0.06,124251.0,465630.0
B31E0306001,284,,124217.0,465679.0
B31E2617001,167,0.09,123707.0,474116.0
B31E2619001,165,0.07,123980.0,474612.0
B31E2748001,454,0.04,123030.0,472084.0
B31E2749001,513,,122120.0,472203.0
B31E2750001,513,,122123.0,472113.0
B31E2751001,513,0.34,122125.0,472021.0
B22D0381001,2720,-1.43,233171.0,502083.0
B21G1061001,1415,0.09,203499.0,509610.0
B21G1057001,1476,0.17,203445.0,509289.0
B21G1073001,927,0.3,202989.0,508681.0
B21G1071001,927,0.42,202264.0,508292.0
B21G1069001,867,0.11,201274.0,509313.0
B21D0857001,1765,-0.11,193318.0,505894.0
B21D0974001,2138,-0.36,191933.0,505936.0
B21C3037001,2010,-0.69,187143.0,511583.0
B21C3042001,2123,-0.2,189389.0,509670.0
B21D1003001,1885,-0.51,190143.0,510305.0
B21D1010001,2186,,192300.0,507360.0
B22C0618001,789,0.45,228320.0,511500.0
B22D0155001,555,-1.79,233830.0,502530.0
B22D0353001,2720,-0.79,232980.0,501920.0
B22A0128001,2596,-0.96,227520.0,521810.0
B22A0124002,670,-0.29,227850.0,521360.0
B21G1076002,867,0.32,202847.0,508446.0
B19A0375001,2691,-0.73,104330.0,518320.0
B19A0453001,895,0.33,109080.0,514300.0
B19A0450001,583,0.62,108797.0,514982.0
B19A0410001,2757,-7.93,106773.0,524383.0
B19A0377001,2459,-2.36,105070.0,517960.0
B19A0360002,172,2.4,105646.0,517404.0
B19A0347001,46,2.35,103606.0,518120.0
B19A1279001,173,,105598.0,516767.0
B19A0344001,2745,-1.81,105790.0,520730.0
B19A0246001,2750,-3.18,105740.0,519260.0
B19A0247001,172,0.86,107193.0,519784.0
B19A0246002,2750,-1.11,105740.0,519260.0
B19A0343001,409,0.73,106245.0,517446.0
B19A0181001,2753,-0.61,104120.0,517500.0
B19A0180001,2692,-0.62,105760.0,518110.0
B19A0161001,2636,-1.54,105000.0,521310.0
B19A0261001,2272,-1.52,105310.0,521940.0
B19A0263001,2519,0.49,105240.0,520080.0
B19A0265001,2514,-1.34,105730.0,521380.0
B19A0265002,2514,-0.9,105730.0,521380.0
B19A1288001,51,0.65,107070.0,519419.0
B19C0043001,2430,-0.67,103610.0,508110.0
B19C0042001,30,0.79,102860.0,508240.0
B19C0038001,1972,-0.56,103740.0,509120.0
B19C0036001,2556,0.3,102516.0,509272.0
B19A1289001,51,,107284.0,519321.0
B19C0101001,2616,-0.51,103161.0,505168.0
B19C0100001,106,4.51,101716.0,505430.0
B19C0089001,2874,-3.78,103620.0,512250.0
B19B0109001,464,0.08,110540.0,519831.0
B19B0348001,411,-0.06,110885.0,514387.0
B19A0159001,2637,-1.4,108050.0,521810.0
B17H1805001,2886,-0.6,255321.0,532829.0
B19A0158001,2807,0.92,107020.0,520780.0
B19C0107001,2910,-0.03,104405.0,503983.0
B19C0108001,2980,-0.85,102009.0,503430.0
B19H0152001,816,0.45,130428.0,502262.0
B20H2714001,1667,-0.12,174516.0,500596.0
B20H0010001,1667,0.5,179770.0,502630.0
B20F2457001,234,0.27,170713.0,519053.0
B21B1541001,599,0.82,194600.0,519439.0
B21B1540001,538,0.57,192090.0,520046.0
B21B1520001,538,0.33,192222.0,519865.0
B21B0485001,1306,-0.94,192473.0,513787.0
B21B0483001,777,-0.76,190136.0,521595.0
B21B0477001,1492,-0.65,193705.0,519400.0
B21B0464001,657,0.6,192846.0,519809.0
B21B0463001,657,0.32,192879.0,519934.0
B21C0170002,1785,0.23,183370.0,500250.0
B21C0170001,1785,0.26,183370.0,500250.0
B21A0130001,1552,-0.1,189226.0,521722.0
B21A2054001,1595,-0.56,189364.0,522978.0
B19C0109001,2337,-2.89,103520.0,503130.0
B19C0776001,2427,0.65,103487.0,506174.0
B19C0770003,105,-0.08,104548.0,502217.0
B19C1016001,1193,-1.23,104159.0,503385.0
B19C0901001,2981,-1.68,102169.0,502004.0
B19C0968001,897,0.08,104463.0,509655.0
B19C0905001,2924,-1.75,101367.0,501649.0
B19C0823001,275,1.8,101074.0,502364.0
B19C0898001,2396,-4.24,102572.0,502513.0
B19C0882002,2923,-2.92,103210.0,502980.0
B19C0882001,2923,-3.75,103210.0,502980.0
B19C0568001,2279,-3.6,102746.0,503194.0
B19C0156001,2802,-1.6,101760.0,503880.0
B19C0110001,113,2.19,102396.0,505257.0
B19C0616001,2397,-2.43,101600.0,501260.0
B19C0618001,2743,0.11,102180.0,507280.0
B19C0622001,2808,-4.06,102060.0,501500.0
B19C0978001,2576,0.65,104980.0,506780.0
B19C1137001,2491,0.09,103468.0,507200.0
B19C1138001,2757,-4.71,103619.0,512253.0
B19C2370001,2913,-0.97,101255.0,500712.0
B19C2389001,2458,-2.97,102784.0,500374.0
B19C2384001,2913,-1.23,101396.0,500713.0
B19C2383001,2339,-2.95,103950.0,500463.0
B19C2371001,2916,-2.69,101582.0,500828.0
B19C1159001,2151,,103891.0,505026.0
B19C1156001,2337,-2.91,103519.0,503132.0
B19C1147001,2214,-0.45,104345.0,508008.0
B19C1145001,2428,-0.45,105187.0,508923.0
B19C1144001,1972,-0.76,104563.0,509009.0
B19C1143001,1972,-1.38,103741.0,509115.0
B19C1142001,2032,0.11,105385.0,509902.0
B19C1139001,2549,-0.22,104010.0,511117.0
B19C1162002,2214,-0.44,104888.0,504450.0
B19C1164001,2456,-4.59,102579.0,502863.0
B19C1164002,2456,-4.45,102579.0,502863.0
B19C1166001,113,2.09,102312.0,505907.0
B19C1168001,2279,-3.59,102747.0,503194.0
B19C1169001,2397,-2.37,101592.0,501253.0
B19C1172001,2339,-2.41,102212.0,502487.0
B19C1172002,2339,-2.19,102212.0,502487.0
B25E0885001,1197,0.0,126490.0,499026.0
B25C1550001,2167,,100566.0,480764.0
B25D0225001,1184,0.23,110688.0,483496.0
B25C1504001,2440,-1.51,100618.0,485409.0
B25D3513001,230,,117260.0,475301.0
B26A3783001,231,-0.02,143712.0,491927.0
B26B3089001,1420,,158228.0,499980.0
B26B0123001,887,-0.52,154607.0,494687.0
B26C4148001,1319,-0.03,147184.0,476636.0
B26C4147002,662,,146940.0,476725.0
B26C4146002,2220,0.13,147105.0,476844.0
B26C4149001,1319,0.21,147385.0,476665.0
B26C4148002,1319,0.08,147184.0,476636.0
B26C4162001,1420,0.2,139935.0,482919.0
B26C0047001,2469,-1.12,146480.0,477163.0
B25H0730002,1152,0.33,136066.0,477019.0
B25H0094001,481,0.13,134903.0,479779.0
B25H0267001,993,-0.12,134457.0,478798.0
B23A0772002,2707,0.86,266282.0,524465.0
B23A0771002,2527,0.73,266860.0,524438.0
B23A0818001,138,,264288.0,521826.0
B23A0769002,2526,0.78,266687.0,524453.0
B23A0470001,2707,-2.7,266415.0,524290.0
B23A0475001,2707,-2.88,266420.0,524452.0
B23A0473001,2526,-2.29,266684.0,524455.0
B23A0472001,2527,-2.58,266859.0,524435.0
B23A0471003,50,1.44,267393.0,520284.0
B23A0471002,50,0.82,267393.0,520284.0
B23A0469001,2707,-2.8,266419.0,524459.0
B23A0468001,2707,-3.52,266271.0,524463.0
B23A0467002,801,0.54,263992.0,522898.0
B23A0466001,2406,-2.25,266016.0,523783.0
B23A0464001,390,-0.42,265798.0,521498.0
B23A0476001,2525,-2.8,266423.0,524279.0
B23A0479003,2965,-0.12,266177.0,519982.0
B23A0763002,972,0.83,267390.0,523857.0
B24H0279001,2910,0.17,96274.0,478873.0
B24H0377002,2862,-3.04,95103.0,481015.0
B24H0380002,2863,-2.05,95817.0,481243.0
B24H0380001,2863,-5.06,95817.0,481243.0
B24H0378002,2858,-0.49,95468.0,480829.0
B24H0378001,2858,-3.72,95468.0,480829.0
B24H0377001,2862,-3.22,95103.0,481015.0
B24H0322001,2865,-0.95,94718.0,482758.0
B24H0327001,395,0.35,95107.0,478109.0
B24F0092002,2823,-1.07,98150.0,490265.0
B24F0045001,2809,-0.46,98299.0,492475.0
B23A0832002,2605,,264804.0,520328.0
B23A0831003,149,,264816.0,520092.0
B24F0123001,2682,-3.7,99590.0,494150.0
B24F0124001,2808,-3.44,99170.0,494730.0
B24F0125001,2948,-5.01,99740.0,494820.0
B24F0126001,2806,-3.5,99580.0,495250.0
B24F0150001,2861,-2.62,99594.0,495983.0
B24F0151001,2806,-4.98,99820.0,495465.0
B24H0072001,2737,-1.5,94749.0,481828.0
B24H0075001,2619,-1.74,94452.0,481949.0
B24H0076001,160,3.2,97373.0,480598.0
B24H0087001,2944,-2.84,94016.0,480930.0
B24H0087002,2944,-0.36,94016.0,480930.0
B22E0274001,608,0.3,245060.0,522440.0
B22E0285002,2963,,242580.0,523730.0
B22D0879001,615,-1.21,233632.0,502670.0
B22D0878001,2719,-1.28,232568.0,501805.0
B22D0617001,615,-1.67,233557.0,502339.0
B23A0452001,2487,-0.8,264696.0,523388.0
B23A0234002,2495,-3.23,265256.0,524345.0
B23A0408001,2665,-0.58,264834.0,520534.0
B23A0427001,2646,-3.12,266055.0,524422.0
B23A0426001,2707,-3.62,266281.0,524463.0
B23A0411002,2431,0.92,263200.0,521134.0
B23A0410001,1044,-1.43,264165.0,520492.0
B25A3885001,938,0.19,102871.0,490333.0
B25A1692001,2828,-2.41,100796.0,493990.0
B25C0294001,1540,0.56,104304.0,482314.0
B25C0008001,1972,0.1,100153.0,484280.0
B25B2805001,468,0.05,115561.0,499744.0
B25C0373003,943,-1.58,100768.0,483815.0
B25C0373001,943,-2.33,100768.0,483815.0
B25C0353001,1838,0.71,106132.0,478246.0
B25A1693001,2888,-1.33,100739.0,492137.0
B24H0383001,2737,-1.11,97888.0,482534.0
B24H0541001,2444,1.4,98143.0,486513.0
B24H0563001,2675,-1.25,96559.0,480802.0
B24H0467002,2744,-3.5,97030.0,482339.0
B24H0467001,2744,-4.92,97030.0,482339.0
B24H0465003,2946,-0.16,94843.0,483815.0
B24H0597003,2948,0.34,95819.0,484595.0
B24H0465001,2946,-0.66,94843.0,483815.0
B24H0390001,2743,-5.49,96354.0,481784.0
B24H0388001,2376,-1.09,95736.0,479135.0
B24H0384001,2866,-2.18,93845.0,479385.0
B24H0451001,2254,-2.82,93951.0,478456.0
B24H0452001,2799,-3.75,95319.0,480354.0
B24H0454001,1530,0.14,99950.0,482429.0
B24H0460001,2990,-1.62,93674.0,481147.0
B24H0461001,2744,-1.42,93301.0,480238.0
B25A1679001,2441,-3.04,103128.0,493553.0
B25A1320001,2625,-1.18,100839.0,489994.0
B25A1211001,817,0.3,101249.0,487996.0
B25A1671001,2441,-3.5,102935.0,493632.0
B25A1668001,2334,-3.56,102924.0,493836.0
B25A1642001,2748,-4.69,101933.0,492951.0
B25A1569001,2022,-0.24,105226.0,495418.0
B24H0792001,2807,-2.75,92441.0,478268.0
B24H1244001,2278,-1.43,99798.0,486208.0
B24H0702003,778,0.95,98137.0,481172.0
B24H1324001,1478,,99472.0,480787.0
B25A0278001,2391,-2.2,100800.0,492486.0
