date,symbol,value
2000-Feb-19,koka,35.071974999999995
2000-Feb-19,awash station,36.32968571428571
2000-Feb-19,hombole,3.839599999999999
2000-Feb-19,keleta,1.6176176470588235
2000-Feb-19,metahara,22.141357142857142
2000-Feb-19,nura hera,32.18000000000001
2000-Feb-19,wonji,34.589975
2000-Feb-19,mojo,4.6180249999999985
2000-Feb-20,koka,35.83517500000001
2000-Feb-20,awash station,35.07745714285714
2000-Feb-20,hombole,3.7520000000000007
2000-Feb-20,keleta,1.6410588235294117
2000-Feb-20,metahara,22.237142857142857
2000-Feb-20,nura hera,33.16105263157895
2000-Feb-20,wonji,33.68962499999999
2000-Feb-20,mojo,4.406574999999998
2000-Feb-21,koka,34.442249999999994
2000-Feb-21,awash station,35.50862857142857
2000-Feb-21,hombole,3.766942857142857
2000-Feb-21,keleta,1.9436176470588236
2000-Feb-21,metahara,22.966571428571427
2000-Feb-21,nura hera,35.9
2000-Feb-21,wonji,34.160375
2000-Feb-21,mojo,7.019574999999999
2000-Feb-22,koka,35.85144999999999
2000-Feb-22,awash station,34.57951428571427
2000-Feb-22,hombole,3.980914285714287
2000-Feb-22,keleta,3.207617647058823
2000-Feb-22,metahara,23.07110714285714
2000-Feb-22,nura hera,41.52684210526317
2000-Feb-22,wonji,35.39815
2000-Feb-22,mojo,4.346074999999998
2000-Feb-23,koka,34.877824999999994
2000-Feb-23,awash station,34.33497142857143
2000-Feb-23,hombole,4.0648857142857135
2000-Feb-23,keleta,2.154411764705882
2000-Feb-23,metahara,24.61289285714286
2000-Feb-23,nura hera,37.894999999999996
2000-Feb-23,wonji,34.2478
2000-Feb-23,mojo,4.243774999999998
2000-Feb-24,koka,35.10587500000001
2000-Feb-24,awash station,41.52300000000001
2000-Feb-24,hombole,4.353428571428571
2000-Feb-24,keleta,2.271382352941176
2000-Feb-24,metahara,27.302428571428575
2000-Feb-24,nura hera,39.977999999999994
2000-Feb-24,wonji,34.48779999999999
2000-Feb-24,mojo,4.488274999999998
2000-Feb-25,koka,35.97737499999999
2000-Feb-25,awash station,34.71794285714286
2000-Feb-25,hombole,4.495714285714286
2000-Feb-25,keleta,2.039029411764705
2000-Feb-25,metahara,22.958249999999996
2000-Feb-25,nura hera,37.7635
2000-Feb-25,wonji,35.400425
2000-Feb-25,mojo,4.276899999999998
2000-Feb-26,koka,35.81295
2000-Feb-26,awash station,37.44585714285715
2000-Feb-26,hombole,7.620114285714286
2000-Feb-26,keleta,2.2808529411764704
2000-Feb-26,metahara,24.12092857142857
2000-Feb-26,nura hera,37.372
2000-Feb-26,wonji,34.58536585365854
2000-Feb-26,mojo,4.395974999999998
2000-Feb-27,koka,37.080124999999995
2000-Feb-27,awash station,39.4384
2000-Feb-27,hombole,5.393999999999998
2000-Feb-27,keleta,2.1075294117647054
2000-Feb-27,metahara,24.32542857142857
2000-Feb-27,nura hera,36.8565
2000-Feb-27,wonji,33.56780487804878
2000-Feb-27,mojo,4.499249999999998
2000-Feb-28,koka,35.542125
2000-Feb-28,awash station,35.9206857142857
2000-Feb-28,hombole,4.689942857142856
2000-Feb-28,keleta,2.3547878787878793
2000-Feb-28,metahara,22.237785714285714
2000-Feb-28,nura hera,36.025000000000006
2000-Feb-28,wonji,33.973292682926825
2000-Feb-28,mojo,4.7007249999999985
2000-Feb-29,koka,34.269099999999995
2000-Feb-29,awash station,29.18144444444444
2000-Feb-29,hombole,2.5362222222222224
2000-Feb-29,keleta,1.1736666666666666
2000-Feb-29,metahara,19.774
2000-Feb-29,nura hera,38.9975
2000-Feb-29,wonji,36.9755
2000-Feb-29,mojo,12.16254545454545
2000-Mar-1,koka,37.169374999999995
2000-Mar-1,awash station,32.854142857142854
2000-Mar-1,hombole,5.8347999999999995
2000-Mar-1,keleta,1.9842058823529414
2000-Mar-1,metahara,22.0745
2000-Mar-1,nura hera,35.18050000000001
2000-Mar-1,wonji,34.181634146341466
2000-Mar-1,mojo,4.3999749999999995
2000-Mar-2,koka,33.192925
2000-Mar-2,awash station,35.400200000000005
2000-Mar-2,hombole,3.937857142857142
2000-Mar-2,keleta,1.7711470588235292
2000-Mar-2,metahara,21.9495
2000-Mar-2,nura hera,37.37800000000001
2000-Mar-2,wonji,31.766073170731698
2000-Mar-2,mojo,4.330049999999999
2000-Mar-3,koka,35.805675000000015
2000-Mar-3,awash station,35.895171428571416
2000-Mar-3,hombole,5.655942857142858
2000-Mar-3,keleta,1.860470588235294
2000-Mar-3,metahara,21.28917857142857
2000-Mar-3,nura hera,39.6915
2000-Mar-3,wonji,33.167926829268296
2000-Mar-3,mojo,4.233974999999998
2000-Mar-4,koka,36.39645
2000-Mar-4,awash station,38.83885714285714
2000-Mar-4,hombole,6.456514285714286
2000-Mar-4,keleta,1.7304117647058823
2000-Mar-4,metahara,21.477321428571425
2000-Mar-4,nura hera,38.44350000000001
2000-Mar-4,wonji,33.79821951219514
2000-Mar-4,mojo,4.222025
2000-Mar-5,koka,37.382225
2000-Mar-5,awash station,35.173142857142864
2000-Mar-5,hombole,8.917657142857145
2000-Mar-5,keleta,2.5168823529411775
2000-Mar-5,metahara,22.33478571428571
2000-Mar-5,nura hera,34.7525
2000-Mar-5,wonji,34.2749512195122
2000-Mar-5,mojo,4.176449999999997
2000-Mar-6,koka,36.923675
2000-Mar-6,awash station,35.92851428571427
2000-Mar-6,hombole,6.810714285714286
2000-Mar-6,keleta,1.905970588235294
2000-Mar-6,metahara,21.707714285714292
2000-Mar-6,nura hera,37.486000000000004
2000-Mar-6,wonji,33.602121951219516
2000-Mar-6,mojo,4.209174999999998
2000-Mar-7,koka,35.92620000000001
2000-Mar-7,awash station,38.32325714285714
2000-Mar-7,hombole,4.641685714285714
2000-Mar-7,keleta,3.2822941176470595
2000-Mar-7,metahara,20.22017857142857
2000-Mar-7,nura hera,34.3425
2000-Mar-7,wonji,33.09641463414635
2000-Mar-7,mojo,4.338025
2000-Mar-8,koka,34.187599999999996
2000-Mar-8,awash station,38.78494285714286
2000-Mar-8,hombole,7.204171428571428
2000-Mar-8,keleta,2.839264705882354
2000-Mar-8,metahara,22.096107142857143
2000-Mar-8,nura hera,37.494
2000-Mar-8,wonji,32.8689268292683
2000-Mar-8,mojo,4.272749999999999
2000-Mar-9,koka,35.597350000000006
2000-Mar-9,awash station,39.22797142857143
2000-Mar-9,hombole,4.977942857142858
2000-Mar-9,keleta,2.205428571428571
2000-Mar-9,metahara,22.701464285714287
2000-Mar-9,nura hera,34.887
2000-Mar-9,wonji,32.94080487804879
2000-Mar-9,mojo,4.196899999999999
2000-Mar-10,koka,35.2594
2000-Mar-10,awash station,36.76282857142857
2000-Mar-10,hombole,5.704028571428572
2000-Mar-10,keleta,1.7678571428571428
2000-Mar-10,metahara,22.418178571428573
2000-Mar-10,nura hera,36.641000000000005
2000-Mar-10,wonji,32.638675000000006
2000-Mar-10,mojo,4.544599999999999
2000-Mar-11,koka,36.78735
2000-Mar-11,awash station,38.125971428571425
2000-Mar-11,hombole,4.838314285714286
2000-Mar-11,keleta,1.8562
2000-Mar-11,metahara,24.514214285714285
2000-Mar-11,nura hera,33.0385
2000-Mar-11,wonji,33.417500000000004
