xy_id,som_key,lon,lat
15571,2708,121875.0,458625.0
15572,2711,122125.0,458625.0
15573,2355,122375.0,458625.0
15574,2355,122625.0,458625.0
15575,2355,122875.0,458625.0
15576,2177,123125.0,458625.0
15577,2177,123375.0,458625.0
15578,2052,123625.0,458625.0
15579,2362,123875.0,458625.0
15580,2486,124125.0,458625.0
15581,2619,124375.0,458625.0
15582,2867,124625.0,458625.0
15583,2742,124875.0,458625.0
15584,2362,125125.0,458625.0
15585,2362,125375.0,458625.0
15586,2550,125625.0,458625.0
15587,2239,125875.0,458625.0
15588,2304,126125.0,458625.0
15589,2427,126375.0,458625.0
15590,2057,126625.0,458625.0
15591,2008,126875.0,458625.0
15592,1823,127125.0,458625.0
15593,1181,127375.0,458625.0
15594,1283,127625.0,458625.0
15595,1243,127875.0,458625.0
15596,1635,128125.0,458625.0
15597,1698,128375.0,458625.0
15598,1701,128625.0,458625.0
15599,1638,128875.0,458625.0
15600,1778,129125.0,458625.0
15601,1762,129375.0,458625.0
15602,2083,129625.0,458625.0
15603,2062,129875.0,458625.0
15604,2063,130125.0,458625.0
15605,2754,130375.0,458625.0
15606,1880,130625.0,458625.0
15607,1691,130875.0,458625.0
15608,1691,131125.0,458625.0
15609,1269,131375.0,458625.0
15610,1087,131625.0,458625.0
15611,1087,131875.0,458625.0
15612,1201,132125.0,458625.0
15613,2003,132375.0,458625.0
15614,972,132625.0,458625.0
15615,1087,132875.0,458625.0
15616,1208,133125.0,458625.0
15617,973,133375.0,458625.0
15618,853,133625.0,458625.0
15619,180,133875.0,458625.0
15620,425,134125.0,458625.0
15621,548,134375.0,458625.0
15622,729,134625.0,458625.0
15623,668,134875.0,458625.0
15624,1343,135125.0,458625.0
15625,1152,135375.0,458625.0
15626,906,135625.0,458625.0
15627,1209,135875.0,458625.0
15628,1027,136125.0,458625.0
15629,1026,136375.0,458625.0
15630,1943,136625.0,458625.0
15631,786,136875.0,458625.0
15632,969,137125.0,458625.0
15633,906,137375.0,458625.0
15634,910,137625.0,458625.0
15635,1095,137875.0,458625.0
15636,1095,138125.0,458625.0
15637,1903,138375.0,458625.0
15638,1781,138625.0,458625.0
15639,1964,138875.0,458625.0
15640,2088,139125.0,458625.0
15641,2152,139375.0,458625.0
15642,1160,139625.0,458625.0
15643,1783,139875.0,458625.0
15644,1720,140125.0,458625.0
15645,573,140375.0,458625.0
15646,313,140625.0,458625.0
15647,6,140875.0,458625.0
15648,189,141125.0,458625.0
15649,31,141375.0,458625.0
15650,213,141625.0,458625.0
15651,641,141875.0,458625.0
15652,520,142125.0,458625.0
15653,33,142375.0,458625.0
15654,457,142625.0,458625.0
15655,644,142875.0,458625.0
15656,645,143125.0,458625.0
15657,645,143375.0,458625.0
15658,105,143625.0,458625.0
15659,284,143875.0,458625.0
15660,463,144125.0,458625.0
15661,586,144375.0,458625.0
15662,341,144625.0,458625.0
15663,341,144875.0,458625.0
15664,161,145125.0,458625.0
15665,342,145375.0,458625.0
15666,341,145625.0,458625.0
15667,222,145875.0,458625.0
15668,42,146125.0,458625.0
15669,468,146375.0,458625.0
15670,468,146625.0,458625.0
15671,409,146875.0,458625.0
15672,101,147125.0,458625.0
15673,470,147375.0,458625.0
15674,162,147625.0,458625.0
15803,2790,111875.0,458375.0
15804,2845,112125.0,458375.0
15805,2777,112375.0,458375.0
15806,2288,112625.0,458375.0
15807,2527,112875.0,458375.0
15808,2840,113125.0,458375.0
15809,2957,113375.0,458375.0
15810,2957,113625.0,458375.0
15811,2893,113875.0,458375.0
15812,2895,114125.0,458375.0
15813,2949,114375.0,458375.0
15814,2834,114625.0,458375.0
15815,2896,114875.0,458375.0
15816,2896,115125.0,458375.0
15817,2957,115375.0,458375.0
15818,2968,115625.0,458375.0
15819,2897,115875.0,458375.0
15820,2587,116125.0,458375.0
15821,2587,116375.0,458375.0
15822,2948,116625.0,458375.0
15823,2897,116875.0,458375.0
15824,2890,117125.0,458375.0
15825,2890,117375.0,458375.0
15826,1444,117625.0,458375.0
15827,2968,117875.0,458375.0
15828,2641,118125.0,458375.0
15829,2641,118375.0,458375.0
15830,2581,118625.0,458375.0
15831,2581,118875.0,458375.0
15832,2959,119125.0,458375.0
15833,2404,119375.0,458375.0
15834,2952,119625.0,458375.0
15835,2826,119875.0,458375.0
15836,2901,120125.0,458375.0
15837,2780,120375.0,458375.0
15838,2968,120625.0,458375.0
15839,720,120875.0,458375.0
15840,720,121125.0,458375.0
15841,610,121375.0,458375.0
15842,1744,121625.0,458375.0
15843,2589,121875.0,458375.0
15844,2233,122125.0,458375.0
15845,2482,122375.0,458375.0
15846,2172,122625.0,458375.0
15847,2791,122875.0,458375.0
15848,2299,123125.0,458375.0
15849,1990,123375.0,458375.0
15850,2237,123625.0,458375.0
15851,2423,123875.0,458375.0
15852,2418,124125.0,458375.0
15853,2809,124375.0,458375.0
15854,2311,124625.0,458375.0
15855,2365,124875.0,458375.0
15856,2178,125125.0,458375.0
15857,2300,125375.0,458375.0
15858,2178,125625.0,458375.0
15859,2362,125875.0,458375.0
15860,2745,126125.0,458375.0
15861,2117,126375.0,458375.0
15862,1933,126625.0,458375.0
15863,2487,126875.0,458375.0
15864,2082,127125.0,458375.0
15865,1427,127375.0,458375.0
15866,1244,127625.0,458375.0
15867,1244,127875.0,458375.0
15868,1181,128125.0,458375.0
15869,1760,128375.0,458375.0
15870,1701,128625.0,458375.0
15871,1638,128875.0,458375.0
15872,1777,129125.0,458375.0
15873,1508,129375.0,458375.0
15874,1903,129625.0,458375.0
15875,2394,129875.0,458375.0
15876,2184,130125.0,458375.0
15877,2187,130375.0,458375.0
15878,28,130625.0,458375.0
15879,2384,130875.0,458375.0
15880,2084,131125.0,458375.0
15881,1691,131375.0,458375.0
15882,1630,131625.0,458375.0
15883,1207,131875.0,458375.0
15884,2999,132125.0,458375.0
15885,1688,132375.0,458375.0
15886,1147,132625.0,458375.0
15887,972,132875.0,458375.0
15888,1085,133125.0,458375.0
15889,1208,133375.0,458375.0
15890,1689,133625.0,458375.0
15891,303,133875.0,458375.0
15892,181,134125.0,458375.0
15893,365,134375.0,458375.0
15894,304,134625.0,458375.0
15895,182,134875.0,458375.0
15896,793,135125.0,458375.0
15897,1331,135375.0,458375.0
15898,916,135625.0,458375.0
15899,1210,135875.0,458375.0
15900,966,136125.0,458375.0
15901,1269,136375.0,458375.0
15902,914,136625.0,458375.0
15903,1028,136875.0,458375.0
15904,906,137125.0,458375.0
15905,666,137375.0,458375.0
15906,607,137625.0,458375.0
15907,1155,137875.0,458375.0
15908,1603,138125.0,458375.0
15909,1080,138375.0,458375.0
15910,1841,138625.0,458375.0
15911,2087,138875.0,458375.0
15912,2153,139125.0,458375.0
15913,1525,139375.0,458375.0
15914,1160,139625.0,458375.0
15915,2086,139875.0,458375.0
15916,1721,140125.0,458375.0
15917,314,140375.0,458375.0
15918,310,140625.0,458375.0
15919,6,140875.0,458375.0
15920,6,141125.0,458375.0
15921,254,141375.0,458375.0
15922,33,141625.0,458375.0
15923,106,141875.0,458375.0
15924,33,142125.0,458375.0
15925,458,142375.0,458375.0
15926,583,142625.0,458375.0
15927,644,142875.0,458375.0
15928,644,143125.0,458375.0
15929,645,143375.0,458375.0
15930,464,143625.0,458375.0
15931,345,143875.0,458375.0
15932,465,144125.0,458375.0
15933,586,144375.0,458375.0
15934,215,144625.0,458375.0
15935,402,144875.0,458375.0
15936,221,145125.0,458375.0
15937,342,145375.0,458375.0
15938,527,145625.0,458375.0
15939,342,145875.0,458375.0
15940,42,146125.0,458375.0
15941,224,146375.0,458375.0
15942,589,146625.0,458375.0
15943,469,146875.0,458375.0
15944,102,147125.0,458375.0
15945,41,147375.0,458375.0
15946,102,147625.0,458375.0
16072,2487,111125.0,458125.0
16073,2730,111375.0,458125.0
16074,2349,111625.0,458125.0
16075,2470,111875.0,458125.0
16076,2854,112125.0,458125.0
16077,2778,112375.0,458125.0
16078,2773,112625.0,458125.0
16079,2836,112875.0,458125.0
16080,2949,113125.0,458125.0
16081,2901,113375.0,458125.0
16082,2960,113625.0,458125.0
16083,2962,113875.0,458125.0
16084,2956,114125.0,458125.0
16085,2956,114375.0,458125.0
16086,2948,114625.0,458125.0
16087,2896,114875.0,458125.0
16088,2902,115125.0,458125.0
16089,2897,115375.0,458125.0
16090,2840,115625.0,458125.0
16091,2968,115875.0,458125.0
16092,2838,116125.0,458125.0
16093,2526,116375.0,458125.0
16094,2946,116625.0,458125.0
16095,2898,116875.0,458125.0
16096,2832,117125.0,458125.0
16097,2824,117375.0,458125.0
16098,2901,117625.0,458125.0
16099,2832,117875.0,458125.0
16100,2702,118125.0,458125.0
16101,2520,118375.0,458125.0
16102,2641,118625.0,458125.0
16103,2524,118875.0,458125.0
16104,2942,119125.0,458125.0
16105,2464,119375.0,458125.0
16106,2942,119625.0,458125.0
16107,2524,119875.0,458125.0
16108,2586,120125.0,458125.0
16109,2284,120375.0,458125.0
16110,2464,120625.0,458125.0
16111,1624,120875.0,458125.0
16112,1563,121125.0,458125.0
16113,1623,121375.0,458125.0
16114,2293,121625.0,458125.0
16115,2657,121875.0,458125.0
16116,2293,122125.0,458125.0
16117,2417,122375.0,458125.0
16118,2234,122625.0,458125.0
16119,2295,122875.0,458125.0
16120,2489,123125.0,458125.0
16121,2178,123375.0,458125.0
16122,2362,123625.0,458125.0
16123,2489,123875.0,458125.0
16124,2488,124125.0,458125.0
16125,2300,124375.0,458125.0
16126,2238,124625.0,458125.0
16127,2554,124875.0,458125.0
16128,2363,125125.0,458125.0
16129,2550,125375.0,458125.0
16130,2423,125625.0,458125.0
16131,2188,125875.0,458125.0
16132,2369,126125.0,458125.0
16133,2118,126375.0,458125.0
16134,2056,126625.0,458125.0
16135,2631,126875.0,458125.0
16136,2267,127125.0,458125.0
16137,2020,127375.0,458125.0
16138,1303,127625.0,458125.0
16139,1121,127875.0,458125.0
16140,1479,128125.0,458125.0
16141,1838,128375.0,458125.0
16142,1778,128625.0,458125.0
16143,1701,128875.0,458125.0
16144,850,129125.0,458125.0
16145,971,129375.0,458125.0
16146,490,129625.0,458125.0
16147,1803,129875.0,458125.0
16148,1442,130125.0,458125.0
16149,1821,130375.0,458125.0
16150,1717,130625.0,458125.0
16151,1926,130875.0,458125.0
16152,1984,131125.0,458125.0
16153,1692,131375.0,458125.0
16154,1693,131625.0,458125.0
16155,1750,131875.0,458125.0
16156,1749,132125.0,458125.0
16157,1087,132375.0,458125.0
16158,1086,132625.0,458125.0
16159,1147,132875.0,458125.0
16160,973,133125.0,458125.0
16161,1208,133375.0,458125.0
16162,1632,133625.0,458125.0
16163,971,133875.0,458125.0
16164,304,134125.0,458125.0
16165,60,134375.0,458125.0
16166,304,134625.0,458125.0
16167,305,134875.0,458125.0
16168,181,135125.0,458125.0
16169,731,135375.0,458125.0
16170,1275,135625.0,458125.0
16171,1215,135875.0,458125.0
16172,794,136125.0,458125.0
16173,967,136375.0,458125.0
16174,606,136625.0,458125.0
16175,845,136875.0,458125.0
16176,908,137125.0,458125.0
16177,672,137375.0,458125.0
16178,790,137625.0,458125.0
16179,1093,137875.0,458125.0
16180,1380,138125.0,458125.0
16181,480,138375.0,458125.0
16182,1562,138625.0,458125.0
16183,2276,138875.0,458125.0
16184,2277,139125.0,458125.0
16185,2940,139375.0,458125.0
16186,2940,139625.0,458125.0
16187,1963,139875.0,458125.0
16188,1661,140125.0,458125.0
16189,314,140375.0,458125.0
16190,65,140625.0,458125.0
16191,65,140875.0,458125.0
16192,66,141125.0,458125.0
16193,311,141375.0,458125.0
16194,454,141625.0,458125.0
16195,33,141875.0,458125.0
16196,33,142125.0,458125.0
16197,33,142375.0,458125.0
16198,521,142625.0,458125.0
16199,644,142875.0,458125.0
16200,523,143125.0,458125.0
16201,645,143375.0,458125.0
16202,524,143625.0,458125.0
16203,585,143875.0,458125.0
16204,465,144125.0,458125.0
16205,586,144375.0,458125.0
16206,402,144625.0,458125.0
16207,281,144875.0,458125.0
16208,220,145125.0,458125.0
16209,280,145375.0,458125.0
16210,284,145625.0,458125.0
16211,100,145875.0,458125.0
16212,223,146125.0,458125.0
16213,287,146375.0,458125.0
16214,528,146625.0,458125.0
16215,529,146875.0,458125.0
16216,529,147125.0,458125.0
16217,43,147375.0,458125.0
16218,163,147625.0,458125.0
16219,103,147875.0,458125.0
16224,49,149125.0,458125.0
16225,43,149375.0,458125.0
16340,2779,110125.0,457875.0
16341,2899,110375.0,457875.0
16342,2983,110625.0,457875.0
16343,2167,110875.0,457875.0
16344,2781,111125.0,457875.0
16345,2909,111375.0,457875.0
16346,2349,111625.0,457875.0
16347,2411,111875.0,457875.0
16348,2947,112125.0,457875.0
16349,2947,112375.0,457875.0
16350,2837,112625.0,457875.0
16351,2836,112875.0,457875.0
16352,2960,113125.0,457875.0
16353,2961,113375.0,457875.0
16354,2962,113625.0,457875.0
16355,2956,113875.0,457875.0
16356,2962,114125.0,457875.0
16357,2901,114375.0,457875.0
16358,2835,114625.0,457875.0
16359,2962,114875.0,457875.0
16360,2896,115125.0,457875.0
16361,2835,115375.0,457875.0
16362,2897,115625.0,457875.0
16363,2841,115875.0,457875.0
16364,2947,116125.0,457875.0
16365,2949,116375.0,457875.0
16366,2947,116625.0,457875.0
16367,2947,116875.0,457875.0
16368,2641,117125.0,457875.0
16369,2763,117375.0,457875.0
16370,2702,117625.0,457875.0
16371,2825,117875.0,457875.0
16372,2580,118125.0,457875.0
16373,2641,118375.0,457875.0
16374,2580,118625.0,457875.0
16375,2525,118875.0,457875.0
16376,2944,119125.0,457875.0
16377,2944,119375.0,457875.0
16378,2825,119625.0,457875.0
16379,2647,119875.0,457875.0
16380,2718,120125.0,457875.0
16381,2974,120375.0,457875.0
16382,2975,120625.0,457875.0
16383,2967,120875.0,457875.0
16384,1563,121125.0,457875.0
16385,2724,121375.0,457875.0
16386,2651,121625.0,457875.0
16387,2476,121875.0,457875.0
16388,2601,122125.0,457875.0
16389,2172,122375.0,457875.0
16390,2418,122625.0,457875.0
16391,2490,122875.0,457875.0
16392,2689,123125.0,457875.0
16393,2678,123375.0,457875.0
16394,2616,123625.0,457875.0
16395,2675,123875.0,457875.0
16396,2055,124125.0,457875.0
16397,2054,124375.0,457875.0
16398,1993,124625.0,457875.0
16399,2558,124875.0,457875.0
16400,2926,125125.0,457875.0
16401,2361,125375.0,457875.0
16402,2363,125625.0,457875.0
16403,2685,125875.0,457875.0
16404,2494,126125.0,457875.0
16405,2560,126375.0,457875.0
16406,2620,126625.0,457875.0
16407,2156,126875.0,457875.0
16408,2020,127125.0,457875.0
16409,2639,127375.0,457875.0
16410,2579,127625.0,457875.0
16411,1967,127875.0,457875.0
16412,1703,128125.0,457875.0
16413,1778,128375.0,457875.0
16414,1905,128625.0,457875.0
16415,911,128875.0,457875.0
16416,120,129125.0,457875.0
16417,180,129375.0,457875.0
16418,241,129625.0,457875.0
16419,485,129875.0,457875.0
16420,363,130125.0,457875.0
16421,1598,130375.0,457875.0
16422,1637,130625.0,457875.0
16423,1702,130875.0,457875.0
16424,1922,131125.0,457875.0
16425,1922,131375.0,457875.0
16426,1636,131625.0,457875.0
16427,1693,131875.0,457875.0
16428,1632,132125.0,457875.0
16429,1450,132375.0,457875.0
16430,1026,132625.0,457875.0
16431,1147,132875.0,457875.0
16432,1146,133125.0,457875.0
16433,1034,133375.0,457875.0
16434,1397,133625.0,457875.0
16435,913,133875.0,457875.0
16436,120,134125.0,457875.0
16437,60,134375.0,457875.0
16438,0,134625.0,457875.0
16439,365,134875.0,457875.0
16440,425,135125.0,457875.0
16441,667,135375.0,457875.0
16442,729,135625.0,457875.0
16443,1087,135875.0,457875.0
16444,1332,136125.0,457875.0
16445,305,136375.0,457875.0
16446,788,136625.0,457875.0
16447,968,136875.0,457875.0
16448,665,137125.0,457875.0
16449,180,137375.0,457875.0
16450,180,137625.0,457875.0
16451,1029,137875.0,457875.0
16452,970,138125.0,457875.0
16453,903,138375.0,457875.0
16454,540,138625.0,457875.0
16455,2214,138875.0,457875.0
16456,1548,139125.0,457875.0
16457,1099,139375.0,457875.0
16458,1615,139625.0,457875.0
16459,1964,139875.0,457875.0
16460,1601,140125.0,457875.0
16461,665,140375.0,457875.0
16462,65,140625.0,457875.0
16463,65,140875.0,457875.0
16464,6,141125.0,457875.0
16465,370,141375.0,457875.0
16466,457,141625.0,457875.0
16467,273,141875.0,457875.0
16468,582,142125.0,457875.0
16469,93,142375.0,457875.0
16470,458,142625.0,457875.0
16471,583,142875.0,457875.0
16472,645,143125.0,457875.0
16473,645,143375.0,457875.0
16474,584,143625.0,457875.0
16475,405,143875.0,457875.0
16476,525,144125.0,457875.0
16477,586,144375.0,457875.0
16478,405,144625.0,457875.0
16479,284,144875.0,457875.0
16480,285,145125.0,457875.0
16481,346,145375.0,457875.0
16482,527,145625.0,457875.0
16483,132,145875.0,457875.0
16484,222,146125.0,457875.0
16485,287,146375.0,457875.0
16486,348,146625.0,457875.0
16487,407,146875.0,457875.0
16488,349,147125.0,457875.0
16489,223,147375.0,457875.0
16490,469,147625.0,457875.0
16491,530,147875.0,457875.0
16492,410,148125.0,457875.0
16494,48,148625.0,457875.0
16495,43,148875.0,457875.0
16496,473,149125.0,457875.0
16497,473,149375.0,457875.0
16498,353,149625.0,457875.0
16612,2665,110125.0,457625.0
16613,2726,110375.0,457625.0
16614,2923,110625.0,457625.0
16615,2227,110875.0,457625.0
16616,2467,111125.0,457625.0
16617,2465,111375.0,457625.0
16618,2411,111625.0,457625.0
16619,2227,111875.0,457625.0
16620,2466,112125.0,457625.0
16621,2527,112375.0,457625.0
16622,2901,112625.0,457625.0
16623,2841,112875.0,457625.0
16624,2946,113125.0,457625.0
16625,2897,113375.0,457625.0
16626,2962,113625.0,457625.0
16627,2902,113875.0,457625.0
16628,2902,114125.0,457625.0
16629,2962,114375.0,457625.0
16630,2902,114625.0,457625.0
16631,2896,114875.0,457625.0
16632,2897,115125.0,457625.0
16633,2835,115375.0,457625.0
16634,2834,115625.0,457625.0
16635,2948,115875.0,457625.0
16636,2897,116125.0,457625.0
16637,2948,116375.0,457625.0
16638,2839,116625.0,457625.0
16639,2889,116875.0,457625.0
16640,2710,117125.0,457625.0
16641,2829,117375.0,457625.0
16642,2641,117625.0,457625.0
16643,2641,117875.0,457625.0
16644,1506,118125.0,457625.0
16645,2764,118375.0,457625.0
16646,2644,118625.0,457625.0
16647,2644,118875.0,457625.0
16648,2585,119125.0,457625.0
16649,2943,119375.0,457625.0
16650,2760,119625.0,457625.0
16651,2289,119875.0,457625.0
16652,2347,120125.0,457625.0
16653,2779,120375.0,457625.0
16654,2905,120625.0,457625.0
16655,2717,120875.0,457625.0
16656,2789,121125.0,457625.0
16657,2847,121375.0,457625.0
16658,2477,121625.0,457625.0
16659,2544,121875.0,457625.0
16660,2172,122125.0,457625.0
16661,2293,122375.0,457625.0
16662,2669,122625.0,457625.0
16663,2630,122875.0,457625.0
16664,2879,123125.0,457625.0
16665,2577,123375.0,457625.0
16666,2096,123625.0,457625.0
16667,2514,123875.0,457625.0
16668,2630,124125.0,457625.0
16669,1876,124375.0,457625.0
16670,1996,124625.0,457625.0
16671,2058,124875.0,457625.0
16672,2667,125125.0,457625.0
16673,2670,125375.0,457625.0
16674,2385,125625.0,457625.0
16675,2815,125875.0,457625.0
16676,2819,126125.0,457625.0
16677,2695,126375.0,457625.0
16678,2134,126625.0,457625.0
16679,1363,126875.0,457625.0
16680,1481,127125.0,457625.0
16681,2396,127375.0,457625.0
16682,2335,127625.0,457625.0
16683,2155,127875.0,457625.0
16684,2154,128125.0,457625.0
16685,2084,128375.0,457625.0
16686,1769,128625.0,457625.0
16687,1023,128875.0,457625.0
16688,304,129125.0,457625.0
16689,728,129375.0,457625.0
16690,423,129625.0,457625.0
16691,1021,129875.0,457625.0
16692,482,130125.0,457625.0
16693,1638,130375.0,457625.0
16694,1964,130625.0,457625.0
16695,2161,130875.0,457625.0
16696,1860,131125.0,457625.0
16697,1861,131375.0,457625.0
16698,1923,131625.0,457625.0
16699,2008,131875.0,457625.0
16700,1880,132125.0,457625.0
16701,1880,132375.0,457625.0
16702,1511,132625.0,457625.0
16703,1146,132875.0,457625.0
16704,1147,133125.0,457625.0
16705,1207,133375.0,457625.0
16706,1162,133625.0,457625.0
16707,973,133875.0,457625.0
16708,789,134125.0,457625.0
16709,673,134375.0,457625.0
16710,550,134625.0,457625.0
16711,120,134875.0,457625.0
16712,1331,135125.0,457625.0
16713,244,135375.0,457625.0
16714,60,135625.0,457625.0
16715,907,135875.0,457625.0
16716,848,136125.0,457625.0
16717,1090,136375.0,457625.0
16718,790,136625.0,457625.0
16719,304,136875.0,457625.0
16720,120,137125.0,457625.0
16721,545,137375.0,457625.0
16722,668,137625.0,457625.0
16723,787,137875.0,457625.0
16724,607,138125.0,457625.0
16725,601,138375.0,457625.0
16726,1501,138625.0,457625.0
16727,2276,138875.0,457625.0
16728,2277,139125.0,457625.0
16729,2277,139375.0,457625.0
16730,1676,139625.0,457625.0
16731,2025,139875.0,457625.0
16732,1502,140125.0,457625.0
16733,0,140375.0,457625.0
16734,0,140625.0,457625.0
16735,5,140875.0,457625.0
16736,65,141125.0,457625.0
16737,254,141375.0,457625.0
16738,91,141625.0,457625.0
16739,641,141875.0,457625.0
16740,33,142125.0,457625.0
16741,458,142375.0,457625.0
16742,522,142625.0,457625.0
16743,583,142875.0,457625.0
16744,644,143125.0,457625.0
16745,523,143375.0,457625.0
16746,524,143625.0,457625.0
16747,154,143875.0,457625.0
16748,405,144125.0,457625.0
16749,525,144375.0,457625.0
16750,286,144625.0,457625.0
16751,99,144875.0,457625.0
16752,344,145125.0,457625.0
16753,225,145375.0,457625.0
16754,224,145625.0,457625.0
16755,102,145875.0,457625.0
16756,101,146125.0,457625.0
16757,105,146375.0,457625.0
16758,44,146625.0,457625.0
16759,103,146875.0,457625.0
16760,529,147125.0,457625.0
16761,529,147375.0,457625.0
16762,408,147625.0,457625.0
16763,530,147875.0,457625.0
16764,531,148125.0,457625.0
16765,43,148375.0,457625.0
16766,103,148625.0,457625.0
16767,532,148875.0,457625.0
16768,533,149125.0,457625.0
16769,534,149375.0,457625.0
16770,534,149625.0,457625.0
16771,413,149875.0,457625.0
16885,2991,110375.0,457375.0
16886,2733,110625.0,457375.0
16887,2987,110875.0,457375.0
16888,2167,111125.0,457375.0
16889,2107,111375.0,457375.0
16890,2350,111625.0,457375.0
16891,2288,111875.0,457375.0
16892,2466,112125.0,457375.0
16893,2885,112375.0,457375.0
16894,2763,112625.0,457375.0
16895,2286,112875.0,457375.0
16896,2527,113125.0,457375.0
16897,2947,113375.0,457375.0
16898,2895,113625.0,457375.0
16899,2902,113875.0,457375.0
16900,2971,114125.0,457375.0
16901,2970,114375.0,457375.0
16902,2902,114625.0,457375.0
16903,2836,114875.0,457375.0
16904,2834,115125.0,457375.0
16905,2949,115375.0,457375.0
16906,2835,115625.0,457375.0
16907,2946,115875.0,457375.0
16908,2649,116125.0,457375.0
16909,2466,116375.0,457375.0
16910,2407,116625.0,457375.0
16911,2465,116875.0,457375.0
16912,2649,117125.0,457375.0
16913,2709,117375.0,457375.0
16914,2649,117625.0,457375.0
16915,2829,117875.0,457375.0
16916,2772,118125.0,457375.0
16917,2586,118375.0,457375.0
16918,2643,118625.0,457375.0
16919,2403,118875.0,457375.0
16920,2173,119125.0,457375.0
16921,2827,119375.0,457375.0
16922,2959,119625.0,457375.0
16923,2417,119875.0,457375.0
16924,2606,120125.0,457375.0
16925,2864,120375.0,457375.0
16926,2853,120625.0,457375.0
16927,2730,120875.0,457375.0
16928,2859,121125.0,457375.0
16929,2543,121375.0,457375.0
16930,2359,121625.0,457375.0
16931,2175,121875.0,457375.0
16932,2353,122125.0,457375.0
16933,2712,122375.0,457375.0
16934,2857,122625.0,457375.0
16935,2967,122875.0,457375.0
16936,2856,123125.0,457375.0
16937,1913,123375.0,457375.0
16938,2513,123625.0,457375.0
16939,2268,123875.0,457375.0
16940,2156,124125.0,457375.0
16941,2136,124375.0,457375.0
16942,2851,124625.0,457375.0
16943,2487,124875.0,457375.0
16944,2620,125125.0,457375.0
16945,2561,125375.0,457375.0
16946,2445,125625.0,457375.0
16947,2507,125875.0,457375.0
16948,2875,126125.0,457375.0
16949,2870,126375.0,457375.0
16950,2934,126625.0,457375.0
16951,2325,126875.0,457375.0
16952,1878,127125.0,457375.0
16953,1708,127375.0,457375.0
16954,1702,127625.0,457375.0
16955,1962,127875.0,457375.0
16956,2699,128125.0,457375.0
16957,2688,128375.0,457375.0
16958,1704,128625.0,457375.0
16959,541,128875.0,457375.0
16960,180,129125.0,457375.0
16961,605,129375.0,457375.0
16962,854,129625.0,457375.0
16963,1094,129875.0,457375.0
16964,1865,130125.0,457375.0
16965,1539,130375.0,457375.0
16966,1700,130625.0,457375.0
16967,1921,130875.0,457375.0
16968,1922,131125.0,457375.0
16969,1632,131375.0,457375.0
16970,1924,131625.0,457375.0
16971,1926,131875.0,457375.0
16972,2081,132125.0,457375.0
16973,2190,132375.0,457375.0
16974,2515,132625.0,457375.0
16975,1269,132875.0,457375.0
16976,1147,133125.0,457375.0
16977,1207,133375.0,457375.0
16978,1450,133625.0,457375.0
16979,1030,133875.0,457375.0
16980,1025,134125.0,457375.0
16981,1090,134375.0,457375.0
16982,671,134625.0,457375.0
16983,60,134875.0,457375.0
16984,665,135125.0,457375.0
16985,0,135375.0,457375.0
16986,0,135625.0,457375.0
16987,365,135875.0,457375.0
16988,909,136125.0,457375.0
16989,910,136375.0,457375.0
16990,244,136625.0,457375.0
16991,547,136875.0,457375.0
16992,672,137125.0,457375.0
16993,365,137375.0,457375.0
16994,546,137625.0,457375.0
16995,243,137875.0,457375.0
16996,902,138125.0,457375.0
16997,1081,138375.0,457375.0
16998,1143,138625.0,457375.0
16999,2077,138875.0,457375.0
17000,1615,139125.0,457375.0
17001,1615,139375.0,457375.0
17002,2399,139625.0,457375.0
17003,2213,139875.0,457375.0
17004,1563,140125.0,457375.0
17005,430,140375.0,457375.0
17006,490,140625.0,457375.0
17007,65,140875.0,457375.0
17008,5,141125.0,457375.0
17009,89,141375.0,457375.0
17010,31,141625.0,457375.0
17011,92,141875.0,457375.0
17012,458,142125.0,457375.0
17013,458,142375.0,457375.0
17014,581,142625.0,457375.0
17015,459,142875.0,457375.0
17016,459,143125.0,457375.0
17017,584,143375.0,457375.0
17018,584,143625.0,457375.0
17019,524,143875.0,457375.0
17020,465,144125.0,457375.0
17021,586,144375.0,457375.0
17022,406,144625.0,457375.0
17023,160,144875.0,457375.0
17024,163,145125.0,457375.0
17025,285,145375.0,457375.0
17026,102,145625.0,457375.0
17027,160,145875.0,457375.0
17028,40,146125.0,457375.0
17029,100,146375.0,457375.0
17030,100,146625.0,457375.0
17031,40,146875.0,457375.0
17032,408,147125.0,457375.0
17033,165,147375.0,457375.0
17034,288,147625.0,457375.0
17035,530,147875.0,457375.0
17036,531,148125.0,457375.0
17037,470,148375.0,457375.0
17038,532,148625.0,457375.0
17039,593,148875.0,457375.0
17040,533,149125.0,457375.0
17041,533,149375.0,457375.0
17042,534,149625.0,457375.0
17043,474,149875.0,457375.0
17044,353,150125.0,457375.0
17157,2664,110375.0,457125.0
17158,2895,110625.0,457125.0
17159,2348,110875.0,457125.0
17160,2347,111125.0,457125.0
17161,2590,111375.0,457125.0
17162,2284,111625.0,457125.0
17163,2107,111875.0,457125.0
17164,2107,112125.0,457125.0
17165,2580,112375.0,457125.0
17166,2286,112625.0,457125.0
17167,2468,112875.0,457125.0
17168,2346,113125.0,457125.0
17169,2346,113375.0,457125.0
17170,2834,113625.0,457125.0
17171,2838,113875.0,457125.0
17172,2889,114125.0,457125.0
17173,2889,114375.0,457125.0
17174,2889,114625.0,457125.0
